Source,Relation,Target,Weight,Evidence,Confidence
walongchung,supplies,grain and cloth,1,"The Walongchung Bhotias go across the Tipta pass to a Tibetan village called Riu, and there they sell grain and some Tibetan-style clothes obtained from Kalimpong, and purchase salt and small quantities of wool.",0.8
walongchung,regulates,trade in cross-breeds,1,Among the valuables given by the Tibetans in exchange semi-precious stones and various ornaments were mentioned. It seems that such articles are still obtainable from individual Tibetans and ultimately find their way to the tourist market in India and Kathmandu.,0.8
newar merchants,controls,trade between kathmandu and tibetan cities,1,"For centuries these relatively easy routes were used by Newar merchants, some 5,000 of whom lived in Tibet as late as the 1960s, and who controlled much of the trade between Kathmandu and the principal Tibetan cities.",0.8
thakalis,controls,salt-trade,1,The Thakalis are a trading community which for long periods exercised unchallenged control over the salt-trade following the Kali Gandaki route.,0.8
thaksatsae,disputes,panchgaon,1,"The inhabitants of Thaksatsae, however, consider themselves superior to the people of Panchgaon...",0.8
thini,supplies,tukche families,1,...a person of Thini does not lose prestige by accepting employment in Tukche.,0.9
marpha,supplies,tukche families,1,...a person of Marpha or Thini does not lose prestige by accepting employment in Tukche.,0.9
panchgaon,governs,village-endogamy,1,...practising village-endogamy...,0.7
tukche,regulates,trade,1,The leading men of Tukche have long been in a dominant position and able to pay for the services of people from other villages.,0.8
lo (mustangbhot),connects_to,dolpo,1,"...which borders on Lo to the north, Dolpo to the west...",0.9
thakalis,administers,dolpo villages,1,"In 1966 the revenue of Dolpo villages was still being collected by Thakalis of Tukche, but the recently introduced system of district and village panchayats throughout Nepal has now superseded this arrangement.",0.8
jumla,controls,lo,1,the ruler of Lo was forced to pay tribute to the Jumla raja.,0.9
jumla,trades_with,tibet,1,"There was no bar to the movements of traders, and even of the Dolpo people's herds, across the newly established political frontier.",0.8
lo,governs,dolpo,1,"Lo, as the less accessible region, retained a much higher degree of autonomy...",0.9
gorkha dynasty,regulates,dolpo,1,"With both Jumla and Lo incorporated within the domain of the Gorkha dynasty, Dolpo became automatically part of the kingdom of Nepal.",0.8
tibetan populations,monopolizes,salt-trade with tibet,1,"Later most people of Baragaon became economically dependent on the Thakalis of Tukche, who then monopolized the salt-trade with Tibet.",0.8
thakalis of tukche,governs,baragaon,1,"Later most people of Baragaon became economically dependent on the Thakalis of Tukche, who then monopolized the salt-trade with Tibet.",0.8
people of baragaon,depends_on,thakalis of tukche,1,"Later most people of Baragaon became economically dependent on the Thakalis of Tukche, who then monopolized the salt-trade with Tibet.",0.8
baragaonlis,trades_with,thakalis,1,"Many of the people of Baragaon now engage in trade on their own account, and this has enabled them to wipe out most of their debts to Thakalis.",0.8
baragaonlis,negotiates_with,thakalis,1,"Many of the people of Baragaon now engage in trade on their own account, and this has enabled them to wipe out most of their debts to Thakalis.",0.8
dolpo,connects_to,villages,1,The villages of Dolpo are clusters of houses...,0.9
dolpo dwellings,depends_on,scarcity of timber,1,"Every post and rafter for a Dolpo house has to be brought over difficult paths from great distances, and it is understandable that houses are built in a style requiring as little timber as possible.",0.9
thakali village,governs,eet,1,The Thakali village of eet,0.8
mustang raja's great castle-like houses,governs,villages,1,"The great castle-like houses of the Mustang Raja, and the living quarters of the senior lamas in some monasteries.",0.8
thakali settlements,administers,courtyard,1,"many houses are built round a courtyard, an architectural style conditioned by the strong wind...",0.8
thakali settlements,supplies,trade goods,1,...and there may also be a stable for horses and mules.,0.7
thakali houses,licenses,kitchens,1,"...the kitchens furnished with arrays of polished brass pots and pans, and a smooth mud floor.",0.8
dolpo people,migrates_through,pastures,1,"...do not build alternative settlements of a permanent nature, nor is it customary to cultivate land in more than one locality.",0.6
dolpo desa,administers,"yak, sheep and goats",1,"The herdsmen and women in a Dolpo desa have no other major occupation than the care of their yak, sheep and goats...",0.8
dolpo,disputes,construction of subsidiary settlements,1,One could argue that the scarcity of timber... is a bar to the construction of subsidiary settlements...,0.75
sherpas,licenses,timber for jyemz-houses,1,"Moreover, solid and permanent houses for herdsmen are un-known not only in Dolpo, but also in Thak Khola... Sherpas too have to bring the timber required for the construction ofjyemz-houses from a distance of one or two days’ journey.",0.85
bhotias,supplies,grazing grounds high above the villages,1,Those Bhotias of Baragaon who breed yak keep their herds most of the year on grazing grounds high above the villages...,0.7
ringmo,regulates,cultivated fields and potato plots,1,"In the area known as Phoksumdo... there are cultivated fields; potatoes are grown at the lower, and barley at the higher village.",0.8
biling,extracts_from,terraced fields for buckwheat,1,"Such level ground as can be irrigated has been turned into terraced fields, and here the people of Biling grow buckwheat during the summer...",0.75
sherpas,depends_on,cultivation of potatoes and meadows,1,"Without the need to tend potato plots and meadows, and to store their produce the Sherpas would be no more in need of subsidiary permanent houses than the Bhotias of Dolpo or Lo.",0.9
tukche,depends_on,irrigation,1,So arid is the habitat of nearly all the western Bhotias and most Thakalis that cultivation is possible only on irrigated land.,0.8
thakali village oftukche,supplies,water,1,Panch-gaon has even less precipitation and the regions of Baragaon and Lo form part of an almost completely arid zone where rain falls only on the upper slopes of high mountain ranges.,0.7
kali gandaki valley,connects_to,tukche,1,In the Thakali village of Tukche one can see the build-up of clouds pushing northwards through the Kali Gandaki valley on most days during the monsoon months...,0.9
dolpo,governs,irrigation channels,1,Throughout Dolpo the village-headman has the task of organizing repairs to the irrigation channels.,0.9
village-community,regulates,irrigation channels,1,"In Tetang and many other villages of Baragaon the construction of irrigation channels is organized by elected village officials, the rolwa...",0.8
village-officials (rolwa),licenses,irrigation channels,1,"In Tetang and many other villages of Baragaon the construction of irrigation channels is organized by elected village officials, the rolwa...",0.8
villagers,depends_on,irrigation channels,1,"The member of a village-community in Dolpo or Lo cannot construct new fields without affecting by their irrigation, the supplies reaching other already existing fields.",0.8
villagers,supplies,irrigation channels,1,"The member of a village-community in Dolpo or Lo cannot construct new fields without affecting by their irrigation, the supplies reaching other already existing fields.",0.8
people of lo,trades_with,baragaon,1,"For this, people of Lo come to Baragaon and work for wages paid usually in grain.",0.8
dolpo,depends_on,"bartering salt, wool, blankets and goats",1,"The people of Dolpo, on the other hand, do not grow sufficient grain for their own consumption and depend on bartering salt, wool, blankets and goats for the buckwheat, maize and rice obtainable in the Tichurong region.",0.9
dolpo,supplies,dairy produce and meat,1,"Yak are indispensable as a source of dairy produce and meat, and as pack animals in seasonal moves.",0.8
tibetan refugees,controls,enormous herds of yak and sheep,1,The arrival of so many animals led to the rapid exhaustion of pastures with the result that not only most of the refugee cattle but also a large part of the local livestock died of starvation.,0.9
baragaon,exchanges_for,salt and rice,1,"The cultivators of Baragaon, for instance, take part of the z/a-barley they grow to Lo, and there barter it for salt, some of which they keep for their own use, and the rest they exchange for rice in Ghasa or Dana, villages in the southern part of Thak Khola.",0.8
tibetan herdsmen,trades_with,dolpo villagers,1,"Some of these Tibetan herdsmen came every autumn to the same Dolpo villages, bringing with them salt to barter for grain.",0.8
lubra village,governs,baragaon,1,"Lubra village, Baragaon",0.9
highlanders,governs,dhaulagiri zone,1,Highlanders of the Dhaulagiri Zone,0.9
pungar,disputes,shang and pinding,1,"At the time of the influx of the large herds of Tibetan refugees, and the resultant pressure on pasture land, some herdsmen of Pungar drove several hundred of their yak to the pastures which they considered their joint property, traditionally held in common with Shang and Pinding. But the latter resisted this move - presumably because of the general shortage of grazing - attacked the herdsmen and drove the Pungar yak into a grassless valley, where more than 200 are alleged to have perished.",0.8
shang,disputes,pungar and pinding,1,"At the time of the influx of the large herds of Tibetan refugees, and the resultant pressure on pasture land, some herdsmen of Pungar drove several hundred of their yak to the pastures which they considered their joint property, traditionally held in common with Shang and Pinding. But the latter resisted this move - presumably because of the general shortage of grazing - attacked the herdsmen and drove the Pungar yak into a grassless valley, where more than 200 are alleged to have perished.",0.8
pinding,disputes,pungar and shang,1,"At the time of the influx of the large herds of Tibetan refugees, and the resultant pressure on pasture land, some herdsmen of Pungar drove several hundred of their yak to the pastures which they considered their joint property, traditionally held in common with Shang and Pinding. But the latter resisted this move - presumably because of the general shortage of grazing - attacked the herdsmen and drove the Pungar yak into a grassless valley, where more than 200 are alleged to have perished.",0.8
dolpo people,depends_on,dairy products,1,"The Dolpo people have only limited quantities of grain, made for the most part into roasted meal (tsampa) and eaten with buttermilk and curd.",0.9
dolpo people,trades_with,thak khola and tichurong,1,Highlanders of the Dhaulagiri Zone...transport their goods mainly on the backs of yak to Tibet or to the lower regions of Thak Khola and Tichurong.,0.8
dolpo people,transports_via,yak,1,"Yak serve also as pack animals. They carry the tents, equipment and food supplies of herdsmen, and traders going either to Tibet or to the lower regions of Thak Khola and Tichurong transport their goods mainly on the backs of yak.",0.7
thakalis,depends_on,agriculture and trading,1,"While there have always been a good many Thakalis who depended for their subsistence on agriculture and spend most of their energy on the 'tillage of their land, such farmers could never have created the wealth on which the highly civilized style of living of the great merchant families of Tukche was based.",0.8
thak khola,connects_to,tibet and northern india,1,Thaksatsae lies on one of the easiest routes leading from Tibet across Nepal to the plains of Northern India.,0.9
thaksatsae,connects_to,the kali gandaki route,1,"The passes between Lo and Tibet are comparatively low and easily negotiable for pack animals of all types, and the route running south to Pokhara and the Terai bypasses narrow gorges such as elsewhere impede the use of beasts of burden.",0.8
thakali merchants,trades_with,grain and salt,1,Based on their houses in Thaksatsae they dealt in a variety of commodities from grain and salt to cloth and cigarettes.,0.8
drokpa caravans,exchanges_for,salt,1,"Petty traders of Dolpo and Lo travelled with yak, cross-breeds or pack-goats and sheep, laden with grain, to villages in the border area of Tibet... There they exchanged their grain against salt brought by Drokpa caravans from the distant salt-lakes far north of the Tsangpo...",0.8
tsharka traders,exchanges_for,grain,1,"Petty traders of Dolpo and Lo travelled with yak, cross-breeds or pack-goats and sheep, laden with grain, to villages in the border area of Tibet... There they exchanged their grain against salt brought by Drokpa caravans from the distant salt-lakes far north of the Tsangpo...",0.8
men of tsharka,trades_with,"tibetan salt, wool and butter",1,"The caravan carried barley as well as cash, to be exchanged for salt, wool and butter.",0.9
men of tsharka,exchanges_for,"rice, barley and other grain",1,"In Tukche they exchanged these commodities for rice, barley and other grain.",0.9
tsharka men,transports_via,tibetan salt and butter,1,"When going to Tukche with yak carrying salt, traders also took some yak without loads...",0.8
mukot,exchanges_for,salt,1,In the same summer a caravan of 100 pack-yak of Mukot went to Lo and exchanged z/a-barley and yaw-barley at slightly more favourable rates for salt...,0.8
thakalis,trades_with,dana customs house,1,Thakalis taking salt on pack animals must sell it at the Dana customs house at the current rate.,0.9
customs contractor,licenses,thakalis,1,Anyone who makes one journey carrying salt is allowed to make two journeys carrying rice.,0.8
jang bahadur rana,regulates,salt-trade,1,An order {sanad) issued by Jang Bahadur Rana in 1861 enumerated the complicated rules which govern the relations between the customs contractor and the people of Thak Khola engaged in the salt-trade.,0.9
baragaonlis,trades_with,tukche,1,"The contractor would buy the salt brought to Tukche by Baragaonlis at a rate of 32 lbs per rupee and sell the same salt to people of lower regions, who had come to Tukche, at a rate of 10 lbs per rupee.",0.85
thakali families,supplies,salt,1,"The abolition of the salt monopoly in 1928 meant not only that the royalty previously paid to the government no longer flowed out of Thak Khola, but also that the profits made by the contractor were now spread among a large number of Thakali families.",0.8
highlanders,trades_with,tukche,1,"Highlanders of the Dhaulagiri Zone transactions did not involve any journeys, for people from Lo and Baragaon brought the salt to Tukche and received grain in exchange, while people from as far as Lamjung, Kunsa, Baglung and Gulmi came to Thaksatsae to exchange grain for salt.",0.75
dolpo traders,trades_with,tibet,1,"Before the threat of Khambas had prevented the Dolpo traders from going to Tibet, they bartered ua-barley there for three to four times the quantity of salt, while the exchange rate in Dolpo villages such as Tsharka and Do was 1%-2 measures of salt for 1 of wa-barley.",0.8
tibetan salt,trades_with,indian salt,1,Until the late 1950s Tibetan salt could still compete with Indian salt in the regions of Pokhara and Baglung...,0.8
thakali traders,trades_with,caravans of yak-cattle cross-breeds and mules,1,In the time between July and October they would then take caravans of yak-cattle cross-breeds and mules to Netsung and purchase the agreed quantities of wool.,0.8
tibetan salt,supplies,"farmers in lo, dolpo, and baragaon",1,"For it was mainly this trade which enabled him to acquire such victuals as rice, tea and sugar.",0.7
indian salt,supplies,farmers in pokhara and baglung,1,"In 1962 Indian salt was sold in Pokhara at the rate of R8 per pathi and in Baglung at the rate of Rio, while Tibetan salt cost R14 to 15 per pathi by the time it reached either place.",0.7
thakali traders,trades_with,tukche,1,From Netsung the wool was taken to Tukche on the backs of dzo or mules.,0.8
tibet,exchanges_for,sheep and goats,1,"Until 1959 people of Lo, Baragaon, Panchgaon and, to a lesser extent, even Thaksatsae, used to go regularly to Tibet and purchase substantial numbers of sheep and goats.",0.8
lo,supplies,sheep and goats,1,"Most of them came from Tibet, but some had been bred in Lo and Dolpo.",0.9
thakali traders,trades_with,sheep and goats,1,"Most were bought up by Thakali traders, and temporarily kept in Thaksatsae.",0.9
thakalis,trades_with,yak,1,For the Thakalis have given up the eating of yak and the Bhotias of Baragaon are now the main consumers of yak meat.,0.8
dolpo people,supplies,yak,1,"Only old yak, and mainly castrated males, are sold by Dolpo people for this purpose and their price varied in 1962 between R300 and R350.",0.8
traders from baragaon,trades_with,dolpo,1,Many traders from Baragaon take only cash and a few small articles of little weight to Dolpo.,0.8
operators of the trade,trades_with,solu,1,The operators of this trade were mainly from Baragaon but a few Dolpo men have also been to Solu carrying large amounts of cash.,0.8
traders from baragaon,trades_with,solu,1,The traders travelled via Pokhara and Kathmandu to Solu and there they bought from the local Sherpas up to forty cross-breeds at a time.,0.8
people of lo,trades_with,tibetans,1,"Until 1958 the people of Lo bought butter, dried meat and sheep-skins either from Tibetans, who brought these products across the border, or purchased them in the course of their own trade journeys to Tibet.",0.8
people of dolpo,trades_with,thakalis,1,"Some of the butter was resold to Thakalis who bought it mainly for their own consumption as an additive to Tibetan tea, and for use in Buddhist ritual.",0.8
men of tsharka,trades_with,trade partners in the tichurong area,1,"Yet, in September 1962 men of Tsharka came with about twenty pack-yak to Marpha, bringing butter which they exchanged at a rate of 1 measure of butter for 9 of u-barley.",0.8
men of tsharka,exchanges_for,u-barley,1,"Yet, in September 1962 men of Tsharka came with about twenty pack-yak to Marpha, bringing butter which they exchanged at a rate of 1 measure of butter for 9 of u-barley.",0.8
thakalis,administers,dhigur system,1,"The Thakalis operate a system of credit known as dhigur which is a rotating credit association admirably adjusted to the needs of traders who are often faced by the need for relatively large cash sums, but do not enjoy the facilities of regular banking.",0.85
tsiring tensing,supplies,260 young goats,1,With the money obtained he bought 260 young goats in Tibet,0.9
tsiring tensing,trades_with,thakalis,1,"He also borrowed again from wealthy Thakalis and used the loans to trade in yak, sheep and wool.",0.7
tibetan salt,trades_with,thak khola,1,"Such Tibetan salt as still reaches Thak Khola is imported only for local consumption, and the grain/salt-trade is operated mainly by the people of Mustang and by Rhamba refugees, who have settled in Baragaon and use Mustang men as their agents for all business deals inside Tibet.",0.85
indian salt,trades_with,pokhara,1,The opening of a motorable road from Bhairawa to Pokhara brought cheap Indian salt right into the heart of the area which used to be served by the salt-traders of Thak Khola.,0.9
tukche,connects_to,bhairawa,1,The opening of a motorable road from Bhairawa to Pokhara brought cheap Indian salt right into the heart of the area which used to be served by the salt-traders of Thak Khola.,0.8
thakalis,migrates_through,kathmandu,1,"Of those families, 16 are residing in Kathmandu,",0.8
thakalis,migrates_through,pokhara,1,"Of the Thakali householders 55 who had resided in Tukche in 1962 are now living in places outside Thak Khola. Of those families, 15 in Pokhara,",0.8
thakalis,supplies,pokhara,1,"Vegetables and fruit are being grown throughout Thaksatsae and Panchgaon, and the caravans of mules and ponies which used to transport salt to the middle-ranges are now being used to supply Pokhara with potatoes, cabbages, carrots, cauliflowers and other vegetables grown by ThakaHs.",0.8
thakalis,regulates,trade,1,The trade sphere of Thak Khola embraces the various ethnic groups dwelling along the banks of the upper Kali Gandaki and its tributaries and extends in some respects also into the highlands of Dolpo.,0.6
tibrikot,trades_with,tibet,1,"Trade with Tibet, which in 1962 had come to an almost complete stop, had revived sufficiently to permit the resumption of the far-flung barter system by which Tibetan salt reaches the middle-ranges of Nepal.",0.8
tarakot,supplies,grain,1,They have other outlets for their products and alternative sources of supplies of grain.,0.8
bhotias of dolpo,supplies,food grains,1,The Bhotias of the Namgung and Phoksumdo areas of Western Dolpo depend for their supplies of food grains on the trade passing through Tibrikot.,0.9
tarakot,controls,"the southern trade of the bhotias of such eastern dolpo villages as tsharka, do, pungar, mukot, gerang and kakot",1,"While Tarakot is the outlet for the southern trade of the Bhotias of such Eastern Dolpo villages as Tsharka, Do, Pungar, Mukot, Gerang and Kakot, the Bhotias of the Namgung and Phoksumdo areas of Western Dolpo depend for their supplies of food grains on the trade passing through Tibrikot.",0.9
bhotias,depends_on,tarakot's trade passing through tibrikot,1,The Bhotias of the Namgung and Phoksumdo areas of Western Dolpo depend for their supplies of food grains on the trade passing through Tibrikot.,0.9
dolpo people,migrates_through,tanke lekh,1,"During their absence Dolpo families, with many of whom they have traditional links, guard their houses, look after their cattle, do household chores for old people left behind in Tarakot, and per-form some agricultural tasks. The Tanke Lekh, a range with passes of over 14,000 feet, is the route taken by these migrants.",0.9
dolpo people,trades_with,tarakot,1,Some of the Dolpo people go year after year to the same house in Tarakot...,0.8
tarakot,disputes,with each other,1,"They had no headman to settle their disputes and when men from Dolpo came to trade the Taralis complained to them against each other, asking them to act as arbitrators.",0.85
tarakot,depends_on,trade with the bhotias,1,We were dependent on trade with the Bhotias and had to work closely with them.,0.9
taralis,trades_with,dolpo people,1,The pattern of trade seems to have slightly shifted in recent years but basically the position of the people of Tichurong has always been similar to that of the Thakalis ofThak Khola.,0.85
bhotias,trades_with,tarakot,1,In earlier days greater numbers of Taralis went to Dolpo villages to exchange grain for salt but in 1966 it was mainly Bhotias of Dolpo who undertook the journey to Tarakot to sell such salt as they succeeded in obtaining from Tibet.,0.9
tarakot,administers,toll,1,of this toll at Yalakot was farmed out as in the case of the customs fee on the Kali Gandaki route but local people remember that the customs office at Dunay was not run by a contractor but was under the control of the government officials at Jumla.,0.8
tibetans,trades_with,taralis,1,"According to information obtained in Tarakot there used to be a rule that Taralis were not allowed to go further north than Do, Mukot and Tsharka, and that they were not to trade directly with Tibetans.",0.7
bhotias of dolpo,trades_with,tibetans,1,"Conversely, Bhotias of Dolpo were not permitted to go further south than Tichurong. They are comparable to the rules forbidding Solu Sherpas to trade directly with Tibet, and they may have been framed by Nepalese officials even though in Dolpo only the local headmen could have enforced them.",0.8
dolpo people,depends_on,salt supply,1,"Their ability to supply salt enabled the Dolpo people not only to cover their deficit of locally grown crops such as barley, but to acquire even such superior types of food-grain as rice and wheat.",0.9
taralis,depends_on,cash,1,"they call first on their ceremonial friends and then hire a house for about fifteen to twenty days. There they store the bulk of their trade goods, and leaving their wives in the house, they set out with a small selection of commodities and go from house to house within a radius of a few hours’ walk.",0.9
tarali traders,trades_with,machine-made blankets imported from india,1,The value of multi-coloured woollen blan-kets has dropped because of the competition from cheaper though inferior machine-made blankets imported from India.,0.9
tarali traders,trades_with,"cotton cloth, shoes, tea, oil, soap, cigarettes and various household goods",1,When a Tarali has collected all his money he travels to one of the larger towns in the Terai and there purchases his personal require-ments for the year...,0.9
tarali traders,trades_with,"tibetan boots, coats (bakhu)",1,Some rich traders even travel by train to Kalimpong in order to purchase goods of the type required by the Bhotias of Dolpo...,0.9
tarali traders,trades_with,"tea, tibetan boots and coats, leather belts with pockets and similar goods",1,"To the former they take tea, Tibetan boots and coats, leather belts with pockets and similar goods, and there they sell pardy on credit and partiy for cash.",0.9
tarali traders,trades_with,"cloth, cigarettes, sugar and a few other commodities",1,"To Khasan they take cloth, cigarettes, sugar and a few other commodities, and again often give the goods on credit.",0.9
tarali traders,trades_with,textiles,1,Distinct from the trade in textiles is the buying and selling of sheep and goats...,0.8
tibetan salt,exchanges_for,grain,1,"As at this time of the year there is good grazing on the lush pastures of Dolpo, some female sheep and goats are sometimes taken along with the pack-animals. On their return to Tarakot the traders store the salt in large wooden boxes.",0.8
bhotias,transports_via,"salt on the backs of yak, sheep and goats to tarakot",1,"The quantity of the salt brought to Tarakot is limited, however, and it is for this reason that Taralis go with their caravans to the highlands of Dolpo. Until about 1958 when the supply of Tibetan salt was plentiful Magars and other villagers from the middle-ranges used to come to Tarakot to buy salt for cash or in exchange for grain...",0.8
tarali traders,trades_with,grain,1,"In addition to the salt bought in such villages as Do, Saldang, Namdo and Shimen the Tarali traders also buy salt which Bhotias bring on the backs of yak, sheep and goats to Tarakot, and barter these for grain.",0.8
taralis,trades_with,bhotias of dolpo,1,Some Taralis breed horses and others purchase horses from the Bhotias ofDolpo.,0.9
taralis,exchanges_for,grain (salt for grain),1,"Apart from the trade in textiles and livestock, and the barter of salt for grain...",0.8
taralis,trades_with,tibetans of kalimpong,1,"He bought balls of Tibetan tea, woollen Tibetan-style men’s coats (bakhu), other woollen clothes, Tibetan boots and velvet.",0.9
taralis,trades_with,pokhara,1,Among those I met were two men who had gone to Pokhara carrying with them eighteen woollen blankets...,0.9
taralis,trades_with,yamakhar,1,With some of the money received they bought in Yamakhar two plough bullocks costing R300 and R260 respectively.,0.9
thakalis,controls,the route along the kali gandaki river,1,The route along the Kali Gandaki river leads from the Tibetan frontier entirely through inhabited country and is unimpeded by any high ranges...,0.95
taralis,regulates,the produce and needs of dolpo,1,the Taralis could operate only within the much more restricted framework of a trade largely determined by the produce and the needs of an area as economically backward as Dolpo.,0.85
taralis,negotiates_with,their neighbours,1,"Thus a man who has no plough bullocks may hire a bullock from a neighbour, and pay the hire by working in his fields.",0.8
taralis,trades_with,neighbouring villages,1,"other villagers and even people from neighbouring villages will help with substantial gifts of grain and other foodstuffs, and even household and agricultural implements without any thought of return.",0.8
taralis,trades_with,kinsmen,1,"If a family is in need other villagers and even people from neighbouring villages will help with substantial gifts of grain and other foodstuffs, and even household and agricultural implements without any thought of return.",0.8
taralis,trades_with,bhotias,1,The payment of wages in cash or grain is another distinguishing feature of the relationship between Taralis and Bhotias.,0.7
tibrikot,trades_with,jagarkot,1,"But the rate at Jajarkot has radically changed, and in 1966 1 measure of salt was worth only an equal quantity of rice.",0.8
tibrikot,trades_with,murwa,1,"In 1966, 1 measure of salt was bartered in Murwa for 2 of maize or buckwheat flour, or 1/2 of wa-barley, or 1 of rice.",0.9
ringmo,trades_with,murwa,1,"The rates at Ringmo, a village close to Murwa, were almost identical, but at Tibrikot different rates prevailed.",0.8
tibrikot,trades_with,indian salt,1,"Traders of Sallyana purchased such salt in Nepalganj close to the railhead at the Indian frontier, transported it to Jajarkot, from where enterprising local traders brought it to Tibrikot and exchanged it for carpets and woollen blankets.",0.8
king prithvimalla,governs,kamali zone,1,"their power was reached by King Prithvimalla, who ruled in the middle of the fourteenth century.",0.9
rajas of the kalial dynasty,governs,sinja and jumla,1,Rajas of that dynasty ruled over Sinja and Jumla until their overthrow by Gorkha armies in 1787.,0.95
traders,trades_with,kamali zone,1,Traders of the Kamali Zone,0.9
bhotias of mugu,trades_with,tibetan herdsmen,1,"the Mugu people kept large flocks of sheep and every October they drove these to Tibetan pastures and entrusted them into the care of friendly Tibetan herdsmen, paying a seasonal fee of 2 lbs of grain per sheep.",0.8
mugu people,trades_with,cheptu (tibet),1,"To purchase salt the Mugu people went with caravans of yak to Cheptu a place inside Tibet, which lies some three days' journey to the north across the Nangja pass.",0.8
mugu people,supplies,tibetan drokpas (chobas),1,"Cheptu was appar-ently not a settlement with a permanent population, but a mart where people of Mugu and Tibetan Drokpas (known locally also as Chobas) foregathered to exchange grain and salt.",0.8
mugu bhotias,monopolizes,trade in cheptu,1,the Mugu men established a monopoly in this trade and prevented traders from lower regions from going beyond Mugu.,0.9
karan people,negotiates_with,government order (lalmohar),1,the Karan people obtained a government order confirming their right to pass through Mugu on their way to the border marts.,0.8
karan traders,trades_with,drokpas at pongdzu,1,"the Karan people travelling to Pongdzu were held up for some time in Mugu, but were ultimately able to proceed although the Mugu people were adamant in preventing any Nepali-speaking Hindu from passing through their territory.",0.7
karan traders,exchanges_for,grain and salt with drokpas at pongdzu,1,"the twelve villages of Karan combine to send two or three messengers, who assess the market, and agree with the Drokpas on a definite rate for the exchange of grain and salt.",0.8
mugu traders,trades_with,drokpas at pongdzu,1,the Mugu people undertook annually three to four journeys to Pongdzu. They have closer ties with the Drokpas and usually get more favourable exchange rates than the Karan people.,0.7
mugu traders,supplies,tibetan wool in pongdzu,1,Apart from salt the traders from both Mugu and Karan obtain their requirements of Tibetan wool in Pongdzu.,0.6
chinese authorities,controls,pattern of trade,1,"All signs point to the fact that they are trying to reduce the number of trade-routes, and are channelling most supplies through Taklakot.",0.9
hindu villagers of jumla,trades_with,tibetan salt,1,"Until about 1959, when political events in Tibet led to severe restrictions on trade with Nepal, all salt consumed in Jumla was of Tibetan origin...",0.8
people owning sheep or horses,trades_with,indian salt,1,"People owning either sheep or horses buy Indian salt in Nepalganj, and sell it for cash in Jumla.",0.8
mugu and karan people,exchanges_for,grain,1,"Moreover, some of the Hindu villagers of the Jumla region take their grain by sheep caravans to Mugu and exchange it there for salt.",0.8
mugu people,monopolizes,salt market,1,"Their monopoly has been broken, and their market is inevitably shrinking as communications in the middle-ranges of Nepal improve.",0.8
mangri people,trades_with,tibet,1,"Most householders make one annual trading journey to Tibet, and go twice a year to Mugu to buy salt and wool.",0.9
mangri people,trades_with,mugu,1,"Most householders make one annual trading journey to Tibet, and go twice a year to Mugu to buy salt and wool.",0.9
mangri people,trades_with,nepal-ganj bazaar,1,In the winter some Mangri people go to the Terai and purchase machine-made cotton cloth in the bazaar of Nepal-ganj.,0.8
traders of the karnali zone,trades_with,nepalis,1,"We heard these names in Sinja, and started using them when we talk to Nepalis.",0.8
traders of the kamali zone,trades_with,tibet,1,The Bhotias obtain salt and wool from Tibet...,0.8
traders of the kamali zone,trades_with,tibetan salt,1,"The men of Uthu, a village of Matwali Chetris, regularly visit Mugu, where they barter rice and other grain for Tibetan salt;",0.8
traders of the kamali zone,trades_with,cotton textiles and manufactured goods,1,"From there they descend to the Terai where they peddle medicinal herbs collected in the high hills, and with the cash received from such sales as well as from the earlier sale of salt, they purchase cotton textiles and other manufactured goods.",0.8
thakuris,trades_with,tibet and lower regions of nepal,1,apart from engaging in agriculture they all trade with Tibet and the lower regions ofNepal.,0.8
dhinga laga,depends_on,pasture land,1,"The 35 houses of Dhinga Laga stand at an altitude of some 12,000 feet in one compact cluster on a gentle sloping site between open pasture land, interspersed with walled-in fields on which buckwheat, mustard-oil seed and radishes are grown.",0.9
dhinga,trades_with,limni,1,"Thus for a few days in the year upper Dhinga is turned into a trade-mart In the autumn the Dhinga people descend some 2,500 feet to their land in the main valley of the Humla Kamali where they live during the winter months in three separate settlements: Tangdok with 23 houses, Sabtung with 4 houses, and Chopaka with 8 houses. Thus every one of the 35 households of Dhinga owns a homestead in both the upper and the lower settlement.",0.85
humla,governs,dhinga community,1,"The people of this community, which in 1972 consisted of 35 households, have an upper settlement known as Dhinga Laga, and a lower settlement referred to as Dhinga Shyo.",0.8
dhinga laga,connects_to,dhinga shyo,1,"During such periods both Dhinga Laga and Dhinga Shyo are inhabited and there is a good deal of commuting from the one to the other, the journey taking a man or woman without load not more than two hours.",0.8
karnali zone,trades_with,other regions,1,"The deficit has to be made up by trade, and the way in which this is achieved will be discussed presently.",0.8
limii people,trades_with,mugu people,1,In 1972 I was told that they sell annually 200-250 yak as well as some sheep to people of Mugu.,0.8
humla people,depends_on,trade,1,"The whole of upper Humla is dependent on trade, and it is the recent changes in the trade pattern caused by external factors which threaten the prosperity of the entire region.",0.8
traders of the karnali zone,trades_with,nepalese grain for tibetan salt,1,"The basic elements of the exchange of Nepalese grain 'for' Tibetan salt are simple, but the marketing of the two commodities is complicated by the number of agents involved...",0.8
purangbas,trades_with,nepali traders,1,"they not only bought and stored salt for sale to Nepali traders, but often also carried supplies of salt into Nepal and sold it in the villages close to the border and at trade-marts, specifically designed for such exchanges.",0.85
