Source,Target,MappedRelation,Circuit,Weight,Confidence,Score,RawRelations,SourceType,TargetType,Books,Evidence
chimen-tagh,chimen valley,connects_to,Route/place circuits,1.0,0.95,4.0431,connects_to,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,The united stream then broke through the Chimen-tagh into the Chimen valley.
chimen-tagh,kayir valley,connects_to,Route/place circuits,1.0,0.8,3.5931,connects_to,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,"Between the Chimen-tagh and the Ara-tagh was a broad, latitudinal or parallel valley, called by the simple name of Kayir (the Clay Mud Valley)."
china,kam,controls,Political economy,1.0,0.8,4.0431,controls,LOCATION,CONCEPT,Report_On_Tibet_1903,during the last two centuries China has been continually encroaching upon this region and ever since she succeeded in establishing a paramount influence at Lhasa has been gradually absorbing as much as possible of the border country.
china,chamdo,governs,Political economy,1.0,0.95,4.4931,governs,LOCATION,LOCATION,Report_On_Tibet_1903,Chamdo lower down the stream is a large district described as an ecclesiastical fief under the rule of a high dignitary of the Ovrlukpa sect of Buddhism who is termed the Fa-pa-lha. ('Chamdo appears to be a recognised dependency of China rather than of Lhasa.
china,industrialization and economic development,governs,Political economy,1.0,0.0,1.5931,governs,LOCATION,CONCEPT,Salt_routes_and_barter_caravans_in_the_H,
china,lhasa,governs,Political economy,1.0,0.9,4.7431,governs,LOCATION,LOCATION,Memo_Relations_with_Tibet,the Chinese Amban rebuked the Regent at Lhasa for admitting him into the country...
china,new asian economic sphere,governs,Political economy,1.0,0.9,4.2931,governs,LOCATION,CONCEPT,Santiago_Lazcano,and which includes them in the new Asian economic sphere dominated by China.
china,tea,trades_with,Commodity circuits,1.0,0.0,1.9931,trades_with,LOCATION,COMMODITY,Ladakh,
chinese,tibetans,controls,Political economy,1.0,0.8,6.9431,controls,CONCEPT,GROUP,Memo_Relations_with_Tibet,The truth seems to be that both the Chinese and the Tibetans only make use of each other when they have need the one of the other.
chinese,tibetan delegates,negotiates_with,Political economy,1.0,0.8,3.5431,negotiates_with,CONCEPT,GROUP,Memo_Relations_with_Tibet,The Chinese delegate here now is most anxious to commence negotiations at Khamba Jon& but the Tibetan delegates obstinately assert that they will negotiate nowhere but at Cagong.
chinese authorities,pattern of trade,controls,Political economy,1.0,0.9,3.9931,controls,GROUP,CONCEPT,Traders_in_Highland_Nepal,"All signs point to the fact that they are trying to reduce the number of trade-routes, and are channelling most supplies through Taklakot."
chinese authorities,trade,governs,Political economy,1.0,0.8,4.3931,governs,GROUP,CONCEPT,Traders_in_Highland_Nepal,"Subsequent to the flight of the Dalai Lama and the exodus of large numbers of Tibetan refugees in 1959, the Nepal-Tibet frontier was for a time completely closed, but later the Chinese authorities allowed a limited trade in a few basic commodities such as salt, grain and wool."
chinese authorities,salt,licenses,Political economy,1.0,0.0,4.2431,licenses,GROUP,COMMODITY,Salt_routes_and_barter_caravans_in_the_H,
chinese emperor,dalai lama,negotiates_with,Political economy,1.0,0.9,4.0431,negotiates_with,PERSON,PERSON,Memo_Relations_with_Tibet,he immediately opened negotiations with the Dali Lama at Lhasa and succeeded in inducing him to use all his influence...
chinese government,salt from the lakes in trucks,transports_via,Route/place circuits,1.0,0.0,1.0931,transports_via,GROUP,COMMODITY,Rupshu,
chinese officials,trade deals,governs,Political economy,1.0,0.85,3.7431,governs,GROUP,CONCEPT,Traders_in_Highland_Nepal,The system of official trading stations established recently by the Chinese authorities... runs counter to the tradition that trade deals are transactions between individuals...
chinese rulers of tibet,transit of men and cattle,governs,Political economy,1.0,0.85,3.7431,governs,LOCATION,GROUP,Traders_in_Highland_Nepal,The Chinese do not allow the transit of men and cattle from Khumbu to the Sherpas' old markets in Western Nepal.
chumbi valley,gyantse,connects_to,Route/place circuits,1.0,0.9,4.0431,connects_to,LOCATION,CONCEPT,Memo_Relations_with_Tibet,"On this Chumbi valley route into Tibet is the important trade mart Gyantse, from which branch roads to Shigatse on the one hand and to Lhasa on the other."
cigarettes,tea,trades_with,Commodity circuits,1.0,0.8,3.9431,trades_with,CONCEPT,COMMODITY,TransHimalayan_Traders_Fisher,items traded in (see Cigarettes; Cloth; Tea)
civilisational centres,"marginal, oppressed people",governs,Political economy,1.0,0.0,1.0931,governs,LOCATION,GROUP,Becoming_India,
cloth,wool,trades_with,Commodity circuits,1.0,0.75,3.8931,trades_with,COMMODITY,COMMODITY,TransHimalayan_Traders_Fisher,"cloth for resale, 77, 118; traded, 100-101, 125."
colonel saitseff,the district of osh,governs,Political economy,1.0,0.8,3.5431,governs,PERSON,LOCATION,CentralAsia_Tibet_Vol1,"He held the appointment of uyasdny natyalnik (district commissioner) of the district of Osh, ruling over a population of some 175,000..."
colonel saitseff,the town of osh,governs,Political economy,1.0,0.9,3.8431,governs,PERSON,LOCATION,CentralAsia_Tibet_Vol2,"He was ordered to report himself to Colonel Saitseff at Osh, the town where, according to the Russian law, the sentence was to be pronounced."
commissioner,mines,governs,Political economy,1.0,0.6,2.8931,governs,GROUP,CONCEPT,British_Garhwal,The Commissioner considered that 'the failure of this undertaking renders it impossible for me to record an opinion in favour of fresh experiments being made'
commissioner of meerut,administration of the revenue and criminal justice,governs,Political economy,1.0,0.8,3.4931,governs,GROUP,CONCEPT,Himalayan_Gazatteer,"in the administration of the revonne and criminal justice, the tahsildar of Kblsi, the assistants, the Superintendent, and the Commissioner."
congress party,dolpo district,governs,Political economy,1.0,0.9,3.9931,governs,CONCEPT,LOCATION,TransHimalayan_Traders_Fisher,"government in, 125."
consul petrovsky,kurban,controls,Political economy,1.0,0.8,3.5931,controls,PERSON,CONCEPT,CentralAsia_Tibet_Vol1,"But this was not the first time that Consul Petrovsky had heard these sorts of tales, and before my fine gentleman knew where he was he found himself behind the bolts and bars..."
consul uspensky,buriat cossacks,controls,Political economy,1.0,0.8,3.5431,controls,PERSON,GROUP,CentralAsia_Tibet_Vol1,"there they had been detained two months by the great Chinese scholar (now dead) Consul Uspensky, who had lost traces of me, and did not know exactly where to send them on to."
consumers,grain,trades_with,Commodity circuits,1.0,0.0,1.9931,trades_with,GROUP,COMMODITY,HUMLA_NEPAL,
consumers,salt,trades_with,Commodity circuits,1.0,0.0,4.0931,trades_with,GROUP,COMMODITY,HUMLA_NEPAL,
contractors,sal timber,trades_with,Commodity circuits,1.0,0.9,3.8931,trades_with,GROUP,CONCEPT,British_Garhwal,The main produce exported consists of sal timber and bamboos.
cossack,horses,licenses,Political economy,1.0,0.8,3.7931,licenses,CONCEPT,COMMODITY,CentralAsia_Tibet_Vol2,"I gave him some money to buy horses with, in case the Tibetans should have any to sell..."
cossack,tea and tobacco,supplies,Commodity circuits,1.0,0.8,3.5431,supplies,CONCEPT,COMMODITY,CentralAsia_Tibet_Vol2,"...also let him take some tea and tobacco for presents, to convince them that they had to do with people who meant them no ill."
cossacks,ferry-boat,controls,Political economy,1.0,0.8,3.9931,controls,GROUP,COMMODITY,CentralAsia_Tibet_Vol1,"We moored the ferry-boat to the bank, and in less than five minutes dead silence reigned on board."
cossacks,military salute,governs,Political economy,1.0,0.8,3.8431,governs,GROUP,CONCEPT,CentralAsia_Tibet_Vol2,the Cossacks receiving me as usual with a military salute
cossacks,routes,governs,Political economy,1.0,0.8,3.8431,governs,GROUP,CONCEPT,CentralAsia_Tibet_Vol2,"the Cossacks were under the impression that the Tibetans had at once set to work to collect their yaks and horses, with the intention of striking camp."
cossacks,mohammedans,trades_with,Commodity circuits,1.0,0.8,3.8431,trades_with,GROUP,CONCEPT,CentralAsia_Tibet_Vol2,"ass-drivers, more like a band of banditti and tatterdemalions than anything else-the Lama, in his red robe, turning up, now here, now there, in different parts of the caravan, like a good-natured Puck-all these contributed to make up a varied and lively picture."
cossacks,main strength,transports_via,Route/place circuits,1.0,0.8,3.8431,transports_via,GROUP,CONCEPT,CentralAsia_Tibet_Vol2,"...it would be an obvious advantage to have our main strength advanced as far south as possible, so as not to be cut off from it by too great a distance..."
court of nepal,pargana assessment,governs,Political economy,1.0,0.8,3.5431,governs,LOCATION,CONCEPT,British_Garhwal,"survcy a detailed account of ea-h pargana showing th, numb~rs, names, sizo and extcr~t of the villagzs was submitted for th2 approbation of the court of Nepal."
customs contractor,thakalis,licenses,Political economy,1.0,0.8,4.5431,licenses,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,Anyone who makes one journey carrying salt is allowed to make two journeys carrying rice.
dal lake,cultivator,supplies,Commodity circuits,1.0,0.8,3.4931,supplies,LOCATION,COMMODITY,J&K_Gazatteer_1909,"Around the demlb plot run little water-channels from the lake, so that moisture is always present ; and on the demb a great variety of crops is raised."
dalai lama,tibetan government,governs,Political economy,1.0,0.8,3.8431,governs,PERSON,GROUP,Memo_Relations_with_Tibet,The Dalai Lama has conceded to the Russian Government the right to have a Consular Officer in Tibet...
dalai lama,tibetans,governs,Political economy,1.0,0.8,7.1431,governs,PERSON,GROUP,Memo_Relations_with_Tibet,"and that they have been able to keep themselves together in a compact nation, acting in unfaltering obedience to the Dalai Lama..."
dalai lama,russia,trades_with,Commodity circuits,1.0,0.8,3.9431,trades_with,PERSON,LOCATION,Memo_Relations_with_Tibet,"The offices and attributes of a Dalai Lama were more or less of a Buddhist pontiff, who was understood, even revered by the Buddhists, ol whom there was a very large number in the Russian Empire."
dangali khambas,chala,trades_with,Commodity circuits,1.0,0.8,3.6931,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,"The sheep and cattle graze in the care of the owner, men go on further trading journeys to Taklakot and later also to Chala."
dangali khambas,saina chaur,trades_with,Commodity circuits,1.0,0.8,3.6431,trades_with,GROUP,CONCEPT,Traders_in_Highland_Nepal,"The salt obtained in Taklakot or purchased in upper Humla they take to the trade-mart at Saina Chaur south of Chala, and there barter it for grain."
dangali khambas,taklakot,trades_with,Commodity circuits,1.0,0.8,3.9931,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,"After spending the winter in Acham they come with caravans of carrier-sheep laden with cereals, to upper Humla, and from there go to trade in Taklakot."
dangali khambas,yari,trades_with,Commodity circuits,1.0,0.8,3.8931,trades_with,GROUP,CONCEPT,Traders_in_Highland_Nepal,When on my way to Yari I passed a camp of Dangali Khambas...
dead forest,cherchen-daria,connects_to,Route/place circuits,1.0,0.8,3.6431,connects_to,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,"We did not trouble to carry firewood with us, for we perceived other dead trees some distance ahead."
dead poplars,camp,connects_to,Route/place circuits,1.0,0.9,3.9431,connects_to,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol1,"Shovelling away the snow, they began to ply their axes, and very soon had several piles of wood ready for kindling."
debi chand,kumaon,governs,Political economy,1.0,0.8,3.5931,governs,CONCEPT,LOCATION,British_Garhwal,"Debi Chand, the Kumaon raja, followed up this success."
deities,political arrangements within the clan or devotional community,governs,Political economy,1.0,0.0,1.1431,governs,CONCEPT,GROUP,Becoming_India,
deities,relations between the state and its subjects,negotiates_with,Political economy,1.0,0.0,1.1431,negotiates_with,CONCEPT,CONCEPT,Becoming_India,
deldan,principalities of baltistan,governs,Political economy,1.0,0.0,1.1931,governs,PERSON,CONCEPT,Ladakh,
deldan,aurangzeb,negotiates_with,Political economy,1.0,0.0,1.1931,negotiates_with,PERSON,PERSON,Ladakh,
deldan,tibetan authorities,negotiates_with,Political economy,1.0,0.0,1.2931,negotiates_with,PERSON,GROUP,Ladakh,
deputy commissioner,district forests,controls,Political economy,1.0,0.8,3.5931,controls,GROUP,LOCATION,British_Garhwal,They are therefore left under the control of the Deputy Commissioner and it is an axiom that no profit is to be made out of them.
deputy commissioner,extra assistant conservator,controls,Political economy,1.0,0.8,3.5431,controls,GROUP,CONCEPT,British_Garhwal,The technical and professional work of the whole district is supervised and directed by an extra assistant conservator (lent by the forest department) under the control of the Deputy Commissioner.
derge,china,trades_with,Commodity circuits,1.0,0.8,3.9931,trades_with,LOCATION,LOCATION,Report_On_Tibet_1903,Derge is the capital of one of the richest agricultural and manufacturing regions of Tibet and does a brisk trade with China.
desert,dunes,connects_to,Route/place circuits,1.0,0.9,3.8931,connects_to,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol1,"Half a mile to the south and south-east, beyond a narrow belt of vegetation, were the yellow crests of the billowy dunes of the desert."
dhauli,girthi river,connects_to,Route/place circuits,1.0,0.9,3.8431,connects_to,CONCEPT,LOCATION,Himalayan_Gazatteer,"On the right bank, the Dhnuli receivea several glacier streams, including the Gancshganga..."
dhinga laga,pasture land,depends_on,Commodity circuits,1.0,0.9,3.8431,depends_on,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"The 35 houses of Dhinga Laga stand at an altitude of some 12,000 feet in one compact cluster on a gentle sloping site between open pasture land, interspersed with walled-in fields on which buckwheat, mustard-oil seed and radishes are grown."
dhorpatan,tarangpur,connects_to,Route/place circuits,1.0,0.95,4.9931,connects_to,CONCEPT,CONCEPT,TransHimalayan_Traders_Fisher,"There were small airstrips at Jumla, a week's walk to the west, and at Dhorpatan, a week's walk to the south..."
dhorpatan,tichurong,connects_to,Route/place circuits,1.0,0.8,3.9931,connects_to,CONCEPT,LOCATION,TransHimalayan_Traders_Fisher,"From Pokhara it is a one-week walk via the Kali Gandaki and Myagdi Rivers to the Swiss-sponsored Tibetan refugee settlement of Dhorpatan, and almost another week straight north from Dhorpatan over the Jangla passes (almost 15,000 feet), which cut through a relatively low western spur of the Dhaulagiri massif, to Tichurong itself."
district,pargana,governs,Political economy,1.0,0.8,3.5431,governs,LOCATION,CONCEPT,British_Garhwal,‘Pargana’ -------- eer
district officer,outlay over forest management and improvement,governs,Political economy,1.0,0.8,3.4931,governs,LOCATION,CONCEPT,British_Garhwal,The income is to regulate the outlay over forest management and improvernent.
district panchayat,forest-resources,controls,Political economy,1.0,0.9,3.7931,controls,LOCATION,LOCATION,Traders_in_Highland_Nepal,that in the course of a reorganization of the district administration the control of forest-resources has been transferred to the authority of the district panchayat.
dogra dynasty,jammu and kashmir,governs,Political economy,1.0,0.0,1.0931,governs,GROUP,LOCATION,Ladakh,
dolpo,tibet,connects_to,Route/place circuits,1.0,0.85,7.4431,connects_to,LOCATION,LOCATION,Traders_in_Highland_Nepal,"The inaccessibility of their traditional grazing grounds in Tibet has limited the scope of their animal husbandry, and it is doubtful whether the alternative pastures south-west of Dolpo will ever prove a complete replacement for the lost Tibetan facilities."
dolpo,villages,connects_to,Route/place circuits,1.0,0.9,4.9931,connects_to,LOCATION,LOCATION,Traders_in_Highland_Nepal,The villages of Dolpo are clusters of houses...
dolpo,blankets,depends_on,Commodity circuits,1.0,0.9,4.5931,depends_on,LOCATION,CONCEPT,Traders_in_Highland_Nepal,"The people of Dolpo, on the other hand, do not grow sufficient grain for their own consumption and depend on bartering salt, wool, blankets and goats for the buckwheat, maize and rice obtainable in the Tichurong region."
dolpo,goats,depends_on,Commodity circuits,1.0,0.9,4.7431,depends_on,LOCATION,COMMODITY,Traders_in_Highland_Nepal,"The people of Dolpo, on the other hand, do not grow sufficient grain for their own consumption and depend on bartering salt, wool, blankets and goats for the buckwheat, maize and rice obtainable in the Tichurong region."
dolpo,salt,depends_on,Commodity circuits,1.0,0.9,7.5431,depends_on,LOCATION,COMMODITY,Traders_in_Highland_Nepal,"The people of Dolpo, on the other hand, do not grow sufficient grain for their own consumption and depend on bartering salt, wool, blankets and goats for the buckwheat, maize and rice obtainable in the Tichurong region."
dolpo,wool,depends_on,Commodity circuits,1.0,0.9,5.0431,depends_on,LOCATION,COMMODITY,Traders_in_Highland_Nepal,"The people of Dolpo, on the other hand, do not grow sufficient grain for their own consumption and depend on bartering salt, wool, blankets and goats for the buckwheat, maize and rice obtainable in the Tichurong region."
dolpo,construction of subsidiary settlements,disputes,Political economy,1.0,0.75,4.1431,disputes,LOCATION,CONCEPT,Traders_in_Highland_Nepal,One could argue that the scarcity of timber... is a bar to the construction of subsidiary settlements...
dolpo,irrigation channels,governs,Political economy,1.0,0.9,4.7931,governs,LOCATION,CONCEPT,Traders_in_Highland_Nepal,Throughout Dolpo the village-headman has the task of organizing repairs to the irrigation channels.
dolpo,dairy produce and meat,supplies,Commodity circuits,1.0,0.8,4.2931,supplies,LOCATION,COMMODITY,Traders_in_Highland_Nepal,"Yak are indispensable as a source of dairy produce and meat, and as pack animals in seasonal moves."
dolpo,china and tibet,trades_with,Commodity circuits,1.0,0.0,1.8931,trades_with,LOCATION,LOCATION,Salt_routes_and_barter_caravans_in_the_H,
dolpo,grain,trades_with,Commodity circuits,1.0,0.0,2.7431,trades_with,LOCATION,COMMODITY,Salt_routes_and_barter_caravans_in_the_H,
dolpo,tibet,trades_with,Commodity circuits,1.0,0.8,7.2931,trades_with,LOCATION,LOCATION,Traders_in_Highland_Nepal,The modest level of trade established after the period of almost complete disruption in the years 1959-62 is likely to enable the people of such areas as Dolpo and Mugu to survive without the need for a drastic restructuring of their economy.
dolpo desa,"yak, sheep and goats",governs,Political economy,1.0,0.8,3.4931,governs,LOCATION,COMMODITY,Traders_in_Highland_Nepal,"The herdsmen and women in a Dolpo desa have no other major occupation than the care of their yak, sheep and goats..."
dolpo district,salt circuit,controls,Political economy,1.0,0.8,3.6931,controls,LOCATION,CONCEPT,TransHimalayan_Traders_Fisher,Transactions: The Salt Circuit
dolpo district,cultural setting,governs,Political economy,1.0,0.9,3.9931,governs,LOCATION,CONCEPT,TransHimalayan_Traders_Fisher,"The political and administrative unit of Dolpo District is a culturally heterogeneous, ecologically plural, multilinguistic entity."
dolpo dwellings,scarcity of timber,depends_on,Commodity circuits,1.0,0.9,3.7931,depends_on,LOCATION,LOCATION,Traders_in_Highland_Nepal,"Every post and rafter for a Dolpo house has to be brought over difficult paths from great distances, and it is understandable that houses are built in a style requiring as little timber as possible."
dolpo people,dairy products,depends_on,Commodity circuits,1.0,0.9,4.1431,depends_on,GROUP,CONCEPT,Traders_in_Highland_Nepal,"The Dolpo people have only limited quantities of grain, made for the most part into roasted meal (tsampa) and eaten with buttermilk and curd."
dolpo people,salt supply,depends_on,Commodity circuits,1.0,0.9,4.1431,depends_on,GROUP,CONCEPT,Traders_in_Highland_Nepal,"Their ability to supply salt enabled the Dolpo people not only to cover their deficit of locally grown crops such as barley, but to acquire even such superior types of food-grain as rice and wheat."
dolpo people,yak,supplies,Commodity circuits,1.0,0.8,4.5431,supplies,GROUP,COMMODITY,Traders_in_Highland_Nepal,"Only old yak, and mainly castrated males, are sold by Dolpo people for this purpose and their price varied in 1962 between R300 and R350."
dolpo people,tarakot,trades_with,Commodity circuits,1.0,0.8,4.1931,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,Some of the Dolpo people go year after year to the same house in Tarakot...
dolpo people,thak khola and tichurong,trades_with,Commodity circuits,1.0,0.8,3.8431,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,Highlanders of the Dhaulagiri Zone...transport their goods mainly on the backs of yak to Tibet or to the lower regions of Thak Khola and Tichurong.
dolpo people,tibet,trades_with,Commodity circuits,2.0,0.8,7.2486,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,Highlanders of the Dhaulagiri Zone...transport their goods mainly on the backs of yak to Tibet or to the lower regions of Thak Khola and Tichurong. | Apart from the exchange of salt obtained from Tibet by the Dolpo people for grain brought by men of Tarakot from the middle-ranges - a trade comparable to that between Dolpo and Thak Khola - there is an intimate symbiosis between the two populations.
dolpo people,yak,transports_via,Route/place circuits,1.0,0.7,4.2431,transports_via,GROUP,COMMODITY,Traders_in_Highland_Nepal,"Yak serve also as pack animals. They carry the tents, equipment and food supplies of herdsmen, and traders going either to Tibet or to the lower regions of Thak Khola and Tichurong transport their goods mainly on the backs of yak."
dolpo traders,tibet,trades_with,Commodity circuits,1.0,0.8,6.4931,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,"Before the threat of Khambas had prevented the Dolpo traders from going to Tibet, they bartered ua-barley there for three to four times the quantity of salt, while the exchange rate in Dolpo villages such as Tsharka and Do was 1%-2 measures of salt for 1 of wa-barley."
dominant village community,servile groups,governs,Political economy,1.0,0.0,1.1931,governs,GROUP,GROUP,Becoming_India,
dorje ngungdu,hay,depends_on,Commodity circuits,1.0,0.85,3.7431,depends_on,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"During that time the animals grazed as long as possible on the surrounding slopes, and from December onwards were fed on hay and the dried stalks of buckwheat stored in Khumjung."
dorje ngungdu,28 pathi of salt and r50 in cash,transports_via,Route/place circuits,1.0,0.9,3.8431,transports_via,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,They carried 28 pathi back to Khum-jung and Dorje Ngungdu and his son started almost at once on a second trip and returned with the remaining 20 pathi.
dorje ngungdu's son,kyabrak in tibet,trades_with,Commodity circuits,1.0,0.85,3.7431,trades_with,PERSON,LOCATION,Traders_in_Highland_Nepal,"In June Dorje Ngungdu’s son went to Kyabrak in Tibet to barter grain for salt, and then did a trip to a Sherpa village near Kharikhola, where he fetched wheat obtained in exchange for woollen apron material which his father had left there on commission on a previous journey."
dorje ngungdu's son,rai country,trades_with,Commodity circuits,1.0,0.8,3.6431,trades_with,PERSON,LOCATION,Traders_in_Highland_Nepal,In April Dorje Ngungdu and his son and daughter went once again to the Rai country.
dorje ngungdu's son,"wopse, in the lower dudh kosi valley",trades_with,Commodity circuits,1.0,0.85,3.7431,trades_with,PERSON,LOCATION,Traders_in_Highland_Nepal,"They sold their wares in Wopse, in the lower Dudh Kosi valley and bought 60 pathi of maize and 7 pathi of small millet."
dorje tikbi (mende),cotton clothes,trades_with,Commodity circuits,1.0,0.75,3.4931,trades_with,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder"
dorje tikbi (mende),kursti,trades_with,Commodity circuits,1.0,0.8,3.6431,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,each of them carried one load of kurki
dorje tikbi (mende),madder,trades_with,Commodity circuits,1.0,0.75,3.5431,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder"
dorje tikbi (mende),unrefined sugar,trades_with,Commodity circuits,1.0,0.75,3.4931,trades_with,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder"
dovlet caravan-bashi,animals,trades_with,Commodity circuits,1.0,0.9,3.9931,trades_with,CONCEPT,COMMODITY,CentralAsia_Tibet_Vol2,"I arranged this business with an honest old fellow named Dovlet Caravan-bashi, from Bokhara, who did excellently well, though he made very little money out of the transaction..."
drift-ice,tarim,connects_to,Route/place circuits,1.0,0.8,3.8931,connects_to,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol1,Drift-ice on the Lower Tarim . Journey by Night amongst the Drift-ice of the Tarim (coloured)
drogpa,tea,transports_via,Route/place circuits,1.0,0.0,1.4931,transports_via,GROUP,COMMODITY,Salt_routes_and_barter_caravans_in_the_H,
drokpas,bhotias,trades_with,Commodity circuits,1.0,0.85,4.7931,trades_with,GROUP,GROUP,Santiago_Lazcano,"Once they arrived in the last villages before the border, the Drokpas exchanged their merchandise with people who arrived from the other side of the pass bringing the desired products from the south: vegetables, sugar, and especially barley, corn and wheat."
east turkestan,chinese authorities,governs,Political economy,1.0,0.9,4.0431,governs,CONCEPT,GROUP,CentralAsia_Tibet_Vol1,For each animal we had to pay to the Chinese authorities four shillings as a sort of market toll.
eskilstuna knife,central asia,trades_with,Commodity circuits,1.0,0.8,3.5431,trades_with,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,A first-class Eskilstuna knife is valued in Central Asia at a great deal more than its monetary value.
europe,manufactured goods,trades_with,Commodity circuits,1.0,0.0,1.1931,trades_with,LOCATION,COMMODITY,Ladakh,
european men,nakkchu,trades_with,Commodity circuits,1.0,0.8,3.5431,trades_with,GROUP,CONCEPT,CentralAsia_Tibet_Vol2,"The governor of Nakkchu has communicated the said instructions to the governor of Namru, and let writings be sent with haste to Namru and Nakktsong."
faisullah,caravan,governs,Political economy,1.0,0.8,3.8931,governs,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol2,"This detachment I put in charge of Faisullah, and gave him Li Loyeh and hlollah to assist him."
farmers,"five village men who are particularly skilled in making plows, carpenter/blacksmith",trades_with,Commodity circuits,1.0,0.85,3.6431,trades_with,GROUP,GROUP,TransHimalayan_Traders_Fisher,"A plow: this can be made by oneself, bought from any of five village men who are particularly skilled in making plows."
farmers from lower ladakh (or sham),apricots,transports_via,Route/place circuits,1.0,0.0,1.2931,transports_via,GROUP,COMMODITY,Rupshu,
farmers from lower ladakh (or sham),grain,transports_via,Route/place circuits,1.0,0.0,2.1431,transports_via,GROUP,COMMODITY,Rupshu,
farmers from lower ladakh (or sham),salt,transports_via,Route/place circuits,1.0,0.0,4.2431,transports_via,GROUP,COMMODITY,Rupshu,
farmers from lower ladakh (or sham),walnuts,transports_via,Route/place circuits,1.0,0.0,1.2931,transports_via,GROUP,COMMODITY,Rupshu,
farmers from lower ladakh (or sham),white radish,transports_via,Route/place circuits,1.0,0.0,1.2931,transports_via,GROUP,COMMODITY,Rupshu,
farmers inhabiting the lower humla valley,traders from panchsati and barthapale,depends_on,Commodity circuits,1.0,0.8,3.4931,depends_on,GROUP,GROUP,Traders_in_Highland_Nepal,"For traders from Panchsati and Barthapale regularly visit their villages, bringing salt and bartering it for locally grown grain."
fateh sah medini sah,tibet,governs,Political economy,1.0,0.8,6.4931,governs,PERSON,LOCATION,British_Garhwal,Fu!c.h Sah i.5 also credited with the c-xt~nsion of his r;owcr into Tibet...
ferry-boat,river,connects_to,Route/place circuits,1.0,0.95,5.4431,connects_to,COMMODITY,LOCATION,CentralAsia_Tibet_Vol1,The ferry-boat had been brought over as close to the left bank of the river...
ferry-boat,goose,trades_with,Commodity circuits,1.0,0.8,3.7431,trades_with,COMMODITY,COMMODITY,CentralAsia_Tibet_Vol2,"of the ferry-boat, i.327"
financial commissioner of punjab,drang,controls,Political economy,1.0,0.0,1.1931,controls,GROUP,LOCATION,Becoming_India,
financial commissioner of punjab,guma,controls,Political economy,1.0,0.0,1.1931,controls,GROUP,LOCATION,Becoming_India,
financial commissioner of punjab,salt mines,controls,Political economy,1.0,0.0,1.3431,controls,GROUP,COMMODITY,Becoming_India,
forest department,road construction,governs,Political economy,1.0,0.8,3.4931,governs,GROUP,LOCATION,British_Garhwal,"The forests are well served with roads, many of which are kept open all the year round in the interest of villagers and travellers."
foresters,forest operations,supplies,Commodity circuits,1.0,0.75,3.3431,supplies,LOCATION,LOCATION,British_Garhwal,"In 1903, a duly constituted establishment was appointed consisting of three foresters on Rs."
fotu la,zoji la,connects_to,Route/place circuits,1.0,0.9,3.8431,connects_to,CONCEPT,CONCEPT,J&K_Gazatteer_1909,"10, Fotu La (13,400 feet), 10, Zoji La (11,300 feet), over the Nanga l'arbat chain, a trade ronte, 10, 13, I j, 71, Soniimarg (8,650 feet), out of the Sind valley, all four on the route between Srinagar and Leh, 10 ;"
fragile mountain ecologies,on some of the popular trekking trails,transports_via,Route/place circuits,1.0,0.0,1.0931,transports_via,LOCATION,LOCATION,Ladakh,
frederic drew,ladakh,governs,Political economy,1.0,0.0,1.8431,governs,PERSON,LOCATION,Ladakh,
gamsali,banjbagar,connects_to,Route/place circuits,1.0,0.8,3.6431,connects_to,CONCEPT,CONCEPT,British_Garhwal,"To the west the road descends gently down the valley of the Khunigadh and on to Banjbagar, where there is a charming camping ground in a glade of the forest and by the river."
gamsali,khunigadh valley,connects_to,Route/place circuits,1.0,0.8,3.5931,connects_to,CONCEPT,LOCATION,British_Garhwal,"The road thence passes along tho southern gorge of the Kuara peak (10,990 feet high), amid the same kind of forest interspersed with grass-covered glades."
