Source,Relation,Target,Weight,Evidence,Confidence
mr. beckett,regulates,water-mills,1,"As water-mills are very profitable, and usually the property of private individuals who monopolize the water and claim rights in it, it was thought only fair that the proprietor, who realized profits, should pay a small rent.",0.9
mr. beckett,administers,taxes,1,"A mill ought to grind at least two mandays in 24 hours, so that the proprietor would get five sermons a day.",0.8
land,supplies,crops,1,"The estimate of the produce of these three qualities of land may be considered sound, though perhaps the irrigated land should have been assessed more highly.",0.6
traill,regulates,roads to the sacred places,1,"Accordingly, having for a few years allowed the surplus funds to accumulate, in 1817-28 he commissioned, through the landholders, the roads from Hardwk to B;tdrinLtb...",0.8
traill,supplies,roads to both templea,1,The surplus proceeds of the assigned revenues of both the Keddrn~th and Badrinlith temples should be devoted to the formation and repair of good roads to both the templea...,0.8
government,governs,management of temple funds,1,The officore of C2overnment never interfered with the late management.,0.8
government,administers,khola charity,1,The Khola charities were administered as under the Native Government by a Superintendent up to ghols oharity.,0.9
government,regulates,charitable grants,1,'Government on these issued orders to the local officers to assume charge of all the charitable grants to be managed as a grant in the spirit of the Local Agency Act',0.8
the local committee,administers,the revenue and dispensaries,1,The revenuea have been devoted to there pur-pores and dispensaries have been ereoted at suitable rob on the pilgrim road...,0.85
pilgrims,depends_on,dispensaries,1,A great many of them get swollen legs from the bite of a small fly; now they are treated and fed at the dispensaries...,0.8
tea plantations,supplies,revenue,1,The following table gives a list of the tea-plantations in existence at the current settlement with borne statistics as to tenure and area...,0.9
"gajbdhar and kishan datt, and kishnansnd and hankpati",controls,the office of kln6ngo,1,"...the office of kln6ngo au on GajBdhar and Kishan Datt, the sone, and Kishnansnd and Hankpati, the brothers...",0.8
the government,governs,the land revenue,1,...the land revenue of the current settlement on the aaddbart villages amounted to Rs.,0.9
the government,taxes,revenue,1,The land revenue of the current settlement on the aaddbart villages amounted to Rs.,0.85
tea plantations,supplies,tea,1,...the only industry in Garhwhl under European superintendence...,0.8
unirrigated land,supplies,everything but tobacco and better kinds of rice,1,"Unirrigated quality is the most useful soil, it produces everything hut tobecoo end the better kindr of rioe ; end its produotive powers are often not inferior to that of irrigated land...",0.8
waste-lands,depends_on,elevation,1,"almost all tracts having on elevation exceeding 8,000 feet above the level of the sea are useless except for pasture",0.9
government,controls,soil,1,Goverl~l~ent ... has reenwed to it oertain rights beyond the cultivated and measured area.,0.9
people,negotiates_with,government,1,"the people ... look upon any attempt to abridge them as an interference with their rights, and an enemy and interloper.",0.8
planteres,disputes,community,1,"This feeling has caused much annoyance to and disputes with the plantere, who cannot understand the community of grazing rights existing among the people around them.",0.7
government,regulates,grazing lands,1,"there is some difficulty in dealing with laud, though waste within a village boundary. For the people here tenaciously hold to those old boundaries, and look upon any attempt to abridge them as an interference with their rights.",0.6
government,licenses,tea plantation,1,Mr. Beckett in his Garhwhl settlement report (1865) gives a list of sites available for tea plantation.,0.8
proprietors,governs,government demand,1,"the great muss of the cultivstore may be considered proprietors of the plots of ground which they uultivate, liable only for the pay~neut of their quota of the government demand...",0.8
villagers,controls,soil,1,"practically, therefore, the latter, if found to be rightfully claimants of the title klrayak~rr, whether as ex-thotwanr or as uninterfered with and nc. cessary cultivators, are kept in possession so long as they pay their quota of the government revenue, plus a small amount of malikdnu...",0.8
garhwal bhhbar,depends_on,forest boundary,1,The whole Bh4bar is included within the forest boundary...,0.9
tl~ose act jointly together,administers,latjkja,1,form a board for the of civil asairs cnlled ' Latjkja.',0.8
the patwbri of kandarsyun,governs,the land-revenue of this patti,1,The patwbri of Kandarsyun residing in Kl~andgaon collects the land-revenue of this patti.,0.8
the western nybr,connects_to,the road to srinagar,1,"The patti is intereected by the western NyBr, along the left bank of which the road to Srinagar runs ae far as Kota.",0.9
above dbng,connects_to,river,1,"Above Dbng, the river is crossed by a bridge of roekg with stones piled into the ancl about half a mile above this natural bridge, the streatn is overlain for some distance a llllge bed of snow 12 feet wide and about 300 feet thick.",0.8
kotalgarh,controls,bisung valley,1,The fort was intended to command the fertile valley of Bisung to the south and west...,0.8
roads,transports_via,hawalbag,1,"The roads to Sorneswar, Binsar, and RhiLhet pass through Hawalbag, and the Kosi is crossed by a fine bridge on the cart-road and also by an iron suspension bridge.",0.9
jdhs and huniyns,exchanges_for,wares,1,"About nine miles north-east of the pass on the souther11 face of a spur is Dokpa Aur, where the Jddhs and Huniyns exchange their wares.",0.8
mandhaul forest,connects_to,the main range,1,"large forestds of oak, firs, spruce and scattered patches of deoddr fringe all the ridges and clothe the sides both of the main range and of the lateral spurs",0.8
tons,connects_to,mandhaul forest,1,To the werrt of the Tons is the Mandhaul f0rest.,0.9
bodhiya forest,connects_to,lobkandi peak,1,"The Bodhiya forest lies to the west of Deoban about the Lobkandi peak, 10,188 feet.",0.9
kanani,connects_to,bodhiya forest,1,"The northern portion is known as Kanani, and the southern as Bodhiya.",0.8
deoban,connects_to,bodhiya forest,1,"The Bodhiya forest lies to the west of Deoban about the Lobkandi peak, 10,188 feet.",0.9
maahak,connects_to,the main lohkaodi spur,1,"Machak is situated on the north or opposite side of the main Lohkaodi spur, Bodbi~a The ridge itself on that side is tolerably covered with a terraced patcher of deoddr, intermingled with cypreae on the higher ridges, and firs (chiefly rprsce, mixed with some willow and chid) lower down.",0.9
inhkancii spur,connects_to,the feeder of the banbr-gid,1,"Immediately above the dwddrr at Koli, there is one of the finest and most noble torreeta of silver fir and spruce seen anywhere.",0.8
tons,connects_to,sangota,1,"The Tons is bridged at Sangota (2,550 feet) in khat Barhm.",0.9
udpdlta,controls,grazing land,1,"Udpdlta occupies a similar position, and like it has but little forest or grazing land.",0.8
the ploughman,depends_on,the advances agrriuet him,1,"If the ploughman dieagrees with his msqter, he cannot feave him until he pays oB the advances agrriuet him...",0.8
proprietary cultivators,supplies,labourers and others,1,"Tenants pay in cash (khota) or in kind (kun). If a proprietary cultivator runs away, his land should first be given to his nearest relative; but if he has none, the ruyn'na of the khat should make it over to some other proprietary cultivator.",0.8
mr. ross,supplies,"the number of families at 829 asdmi-kl~udkdelits and 2,421 ascirni~zamitrddrs",1,"...in 1834, Mr. Ross gave the number of families at 829 asdmi-kl~udkdelits and 2,421 ascirni~zamitrddrs...",0.8
aydna,administers,landholders,1,"The helid man of the khai or mahdl is the aaydna. Be is to keep the landholders contented, ...",0.9
raydno,taxes,phani (revenue-roll),1,"and if there means fail he may redistribute the phani, or revenue-roll...",0.9
mallas,governs,land or house,1,The MaLbsus ordered the land or house to be freed.,0.8
chakrita,connects_to,kilsi,1,"The establishment of Chakrita has given it a good road from Kilsi, and has also been the means of keeping that from Mnssooree to the cantonment in good repair...",0.8
panjbb government,disputes,making a portion of the road,1,although the road would be very useful if the PanjBb Government would agree to make their portion of it...,0.8
bastil,connects_to,road,1,"a proposal to give Rs. 3,000 additional as land-revenue and lo furnish 300 men daily for eight months to complete a road to Bastil from Kllsi should be accepted",0.8
government,regulates,land-revenue,1,To remedy this state of things a redistribution of the land-revenue became necessary...,0.9
government,governs,forest rights,1,'Under native rule the respective interests of Ihe State and the people in regard to forest rights had never been clearly defined;',0.8
the country,depends_on,"soils, population, aspect, nearness to forests, and proportion of table to terraced lands",1,"The country, the people, and the crops differ from the plains and its people to such a degree that no useful object can be attained by compelling both to follow exactly the same lines in detail...",0.8
villages,depends_on,"land, cattle or ahle to collect leaves from a forest",1,...a village with inferior land and possessing a good herd of cattle or ahle to collect leaves from a forest will have fuller crop than a village with superior land...,0.9
the tahsildhr,regulates,pha'ntbandi or revenue-roll,1,This was the principal change introduced in the fiscal administration by the settlement of 1873... a report by the tahsildhr on all items in the pha'ntbandi or revenue-roll differing from the distribution of the previous year which should be sent to the Superintendent for orders...,0.8
the superintendent,governs,orders,1,"...should be sent to the Superintendent for orders before April, so as to give time for a proper inquiry before the agricultural operations of the year commenced.",0.9
ross,administers,settlement,1,Ross was deputed to revise the settlement...,0.8
ross,licenses,khat,1,"...he applied half the DLtn grazing rates-two annas per buffalo, one anna per cow, and one pice per sheep or goat.",0.8
chuuntras (deti singh and jwaln singh),supplies,grant of rs. 100 each,1,"...Rosa obtained a grant of Rs. 100 each for life, with the title of chuuntra...",0.8
superintendent,administers,justice and the collection of revenue,1,"Years after, Act XXIV of 1864 vested the administration of justice and the collection of the revenue in such officers as the Lieutenant-Governor might appoint...",0.9
superintendent,governs,civil justice,1,"The functionaries to be employed in the administration of civil justice were the assistants to the Superintendent, the Civil jurisdiction.",0.85
commissioner of meerut,regulates,administration of the revenue and criminal justice,1,"in the administration of the revonne and criminal justice, the tahsildar of Kblsi, the assistants, the Superintendent, and the Commissioner.",0.8
superintendent,supplies,"assistant with executive, fiscal, or judicial duties",1,"empowering him to assign to his assistant such executive, fiscal, or judicial duties as they might be qualified to discharge...",0.75
mary,supplies,suits,1,mary suits were thus classified...,0.9
cantonment magistrate,administers,jaunsbr-bawar,1,the Cantonment Magistrate is the chief police officer of Jaunshr-Bawar and all offences are reported directly to him,0.8
joshimath,connects_to,road to both m and nfti,1,"Joshimath is an important station on tbe road to both M and Nfti, and a or088 road from Rhtnni by the Kulara pass ends here.",0.85
bandarpunch,connects_to,the valley,1,"Bandarpunch as seen from the south-west shows a ridge called Kai-lBru striking off to the southward and westward from the peak lower E of the maps (20,014 feet) and ending in a small glen in front.",0.85
