Source,Relation,Target,Weight,Evidence,Confidence
tura-sallgan-uy,connects_to,lop country,1,"Our camp at Tura-sallgan-uy thus became an important market, well known throughout all the Lop country, and immediately outside its precincts there grew up a ring of small 'suburbs,'",0.85
tura-sallgan-uy,connects_to,tarim,1,Drift-sand and dust swept down the Tarim and made the air so thick that we were unable to see the steep dune which faced us on the opposite bank of the river.,0.9
consul petrovsky,controls,kurban,1,"But this was not the first time that Consul Petrovsky had heard these sorts of tales, and before my fine gentleman knew where he was he found himself behind the bolts and bars...",0.8
the ancient highway,connects_to,lop-nor lake,1,"It marked the ancient highway, called by the inhabitants of Lop Komur-salldi-yoll, i.e., 'the road where coal was spread,' which ran from Sachow to Korla along the northern shore of the old lake of Lop-nor.",0.9
the sughett-bulak glen,connects_to,watercourse,1,"This was the point we were aiming for, as it would afford us a convenient path to the foot of the mountains.",0.9
koncheh-daria,connects_to,mountains,1,"The only signs of animal life were a few timid deer, which made off the instant they were shot at. Gradually the ascent became more noticeable, though the ground at the same time grew more stony.",0.8
sughett-bulak,connects_to,kurruk-tagh and kurruk-daria mountains,1,"Finally the mountains closed in on both sides ; we were in the mouth of the glen of Sughett-bulak, which takes its name of the 'Willow Spring' from a solitary willow that stands beside it.",0.9
kurruk-tagh,connects_to,ravine,1,It was a spur of the Kurruk-tagh which we had just cut through by means of this ravine.,0.8
bujentu-bulak,supplies,animals,1,The animals were at once taken down to it.,0.8
ying-pen,connects_to,ancient river-bed,1,"Geographically this was a point of the greatest possible interest, for it was soon apparent that the marsh in question lay in the elbow of an ancient river-bed, which had run between two belts of poplars, just as the Tarim does now.",0.8
kurruk-daria,trades_with,route,1,"The authorities had for some time past been endeavouring to revive the traffic on this the old route between Lop and Turfan, but without success ; for the route vid Korla is more comfortable as well as more convenient.",0.7
ying-pen,supplies,"wild-duck, wild-geese, and partridges",1,"The place was frequented by wild-duck, wild-geese, and partridges ; and fresh water was obtainable from a well.",0.9
chernoff,connects_to,the others (men),1,"I saw a spectre looming out of the haze, and discovered it was Chernoff coming to look for me.",0.9
wind,transports_via,sand and dust,1,"it was some 18 miles an hour more, or 58i miles in all, and I was only able to keep my balance when I knelt. The storm came from the north-east, and its violence enabled me to form some idea of the inconceivable quantities of sand and dust which are transported by this mighty agent towards the regions of the west and south-west.",0.8
kurruk-daria,depends_on,running water,1,"They were originally formed by the agency of running water, but have subsequently been resculptured by the wind into the most fantastic and capricious outlines imaginable.",0.9
kurruk-daria,connects_to,parallel trench,1,"On our right we had the Kurruk-daria, and immediately on our left a parallel trench with a markedly scarped edge on the farther side.",0.85
wild camels,migrates_through,depressions sheltered from the wind,1,We now observed for the first time traces of wild camels ; they occurred in depressions sheltered from the wind.,0.8
abdu rehim,supplies,water,1,"When he came back, after an absence of fourteen hours, he said he had found a big he-camel at Tomonki-Yardang-bulak, and had wounded him severely, though the animal crossed the Kurruk-daria, and finally escaped amongst the sand-dunes.",0.9
chernoff,trades_with,camel,1,"A camel had come down the wind towards the spring without suspecting any danger. Chernoff and Khodai Kullu fired at him, but they only wounded him slightly, and he turned and fled back to the east.",0.8
chernoff,regulates,dogs,1,"Very early in the morning I heard him speaking in an animated voice, but with extreme caution, bidding someone tie up the dogs.",0.7
the men,supplies,fresh meat,1,"During the hot weather, it was always a difficult problem in Central Asia how to supply ourselves with fresh meat.",0.9
abdu rehim,extracts_from,rib muscles of an old he-camel,1,Abdu Rehim once found embedded in the rib muscles of an old he-camel a Mongol rifle bullet...,0.85
ahmed,administers,singher,1,"Ahmed and his family were passionately devoted to Singher, and would not exchange it for any other place in the world.",0.9
abdu rehim,controls,the men in the caravan,1,"Besides, camel-hunting was Abdu Rehim's calling.",0.9
abdu rehim,negotiates_with,the men in the caravan,1,"Bidding us wait where we were, Abdu Rehim made a long detour with the object of getting past a gap in the reeds without being seen.",0.8
mussulmans,disputes,the feelings of the animal creation,1,"Mussulmans possess not an atom of sympathy for the feelings of the animal creation, and if I had forbidden the men to shoot the camels, they would have set it down as an act of malice against themselves.",0.9
the men in the caravan,trades_with,abdu rehim,1,"Their eyes glowed with excitement, and they neither heard nor saw anything except the game they were stalking.",0.8
singher camels,migrates_through,reeds,1,"We kept our Singher camels tethered at night, and had them watched during the day, otherwise they would have gone off and made their way back to Singher.",0.8
camels,supplies,abdu rehim,1,Abdu Rehim was quite delighted at the prospect of having such a pleasant surprise to give to his old father as a large supply of camel-meat.,0.8
kiimur-salldi-yoll,connects_to,ancient road from korla to sa-chow and peking,1,"At this point Abdu Rehim was to leave us. His pay amounted to I+ yambas (LI~), a big sum, but nothing like too big considering his excellent services and the valuable information he had given me.",0.9
ordek,trades_with,landmark tower,1,"He also came to a tora, or landmark tower, in the vicinity of which he ...",0.8
ordek,extracts_from,landmark tower,1,"He also came to a tora, or landmark tower, in the vicinity of which he ...",0.8
lake,supplies,animals,1,"The water had a slight saline flavour ; nevertheless, all our animals drank it and enjoyed it.",0.7
the large dunes,connects_to,the lake,1,"The large dunes which encircled the lake on every side, and sometimes even formed islets in it, were a proof that they were already there when the water first overflowed' the district.",0.8
lop-nor lake-basin,depends_on,water-level differences,1,the contour which I had obtained by marching diagonally across the lake was not sufficient.,0.9
our camp,connects_to,lake,1,Over against our camp the lake was very shallow...,0.95
numet beg,supplies,provisions,1,I asked him to find us provisions...,0.8
kum-chappgan,connects_to,tuzun-chappgan,1,We encamped in the bifurcation between that channel and the Tuzun-chappgan.,0.8
abdall,administers,hunters,1,"As this had never been visited by anybody except the hunters of Abdall, I decided to map it.",0.9
tokta ahun,exchanges_for,an old fisherman,1,"We exchanged him for an old fisherman, who led the way in his canoe.",0.9
yanghi-koll,connects_to,kxrx-koshun lakes,1,"we started to force our way against the powerful current and formidable volume of 3,383i cubic feet in the second to Yanghi-koll.",0.8
the boat,connects_to,the river,1,"At the most she would only carry one man, and was so narrow that the 'yachts-man' scarcely had room to sit behind ; indeed, he was obliged to balance himself as best he could with his legs propped on the rail.",0.85
the lake,depends_on,the river tarim,1,"The whole of this series of lakes, which hang like leaves on a stalk along the right bank of the Tarim, are parasites or outgrowths upon the river, in that they derive their vitality from it, and would die if it were to flow in some other direction.",0.9
the fishermen,regulates,fishing,1,Regular fishing would not be carried on until the river fell low enough to allow of the lake being cut off.,0.8
the river tarim,governs,the lakes,1,"The whole of this series of lakes, which hang like leaves on a stalk along the right bank of the Tarim, are parasites or outgrowths upon the river, in that they derive their vitality from it, and would die if it were to flow in some other direction.",0.85
they,exchanges_for,wild-duck,1,they rowed to shore and shot wild-duck in the quiet angles of the stream ;,0.8
score of men,exchanges_for,labours,1,"Time' after time, with the view of lightening our labours...",0.8
men,controls,ferry-boat,1,"It took a score of men working fully two hours to deepen the channel and hew down the reeds at the sides, and even then we were only able to move the ferry-boat slowly along, foot by foot.",0.8
kirgui pavan,negotiates_with,lopmen,1,"After weighing the situation, the Lopmen voted for staying where we were.",0.7
lopmen,regulates,chronometers,1,"But that course I could not agree to ; not because we were short of provisions, nor because it was disagreeable to lose the comfort of my cabin, but solely because the chronometers must be wound up at the usual time.",0.7
the canoes,trades_with,the wind,1,"they tried to paddle still harder. Every man was on his knees, and the paddle-strokes followed one another so fast they seemed to be driven by steam.",0.8
kirgui pavan,regulates,the canoes,1,"every time a high 'curler' threatened to engulf us they switched the canoes a little into the wind, and so kept out the greater part of its breaking crest,",0.8
the men,depends_on,kirgui pavan,1,"But Kirgui Pavan and his canoemen were equal to the occasion ; every time a high 'curler' threatened to engulf us they switched the canoes a little into the wind, and so kept out the greater part of its breaking crest,",0.8
the northern shore,supplies,shelter,1,"Then a minute or so later we got under the shelter of a long, narrow tongue of land which served as an excellent breakwater.",0.8
sirkin,supplies,"beds, warm clothes, and provisions",1,"He brought with him beds, warm clothes, and provisions...",0.85
cossacks,controls,ferry-boat,1,"We moored the ferry-boat to the bank, and in less than five minutes dead silence reigned on board.",0.8
chegghelik-uy,connects_to,tarim,1,"Towards evening we saw fires gleaming in the distance, and late that night we moored our faithful old craft for the last time to the left bank of the Tarim...",0.9
the river,supplies,the canoes,1,"Although the boatmen received considerable assistance from the current, they were also compelled to ply their paddles well to make headway.",0.9
the lake,connects_to,the village,1,"When I beheld thy footprints beside the lake, ...",0.8
shagdur and tokta ahun,connects_to,the horse caravan,1,"It was Shagdur and Tokta Ahun, with the horse caravan.",0.8
lop-men,depends_on,a can of fresh water and bundles of kamish,1,"The Lop-men had to row a long way out into the lake to get a can of fresh water, as well as a few bundles of kamish...",0.8
roads,administers,travellers,1,"Asiatics consider it their duty to show a certain amount of gratitude towards their roads and tracks, and they do it by adding one or more stones to these pyramids as they pass them.",0.9
travellers,depends_on,roads,1,"Without them, they could not find their way to the springs and grazing-grounds;",0.85
the route,connects_to,"the glen, beside the brook, between cliffs of black slate",1,"The route led up the glen, beside the brook, between cliffs of black slate, which were often connected with the bottom of the valley by sheets of gravel-and-shingle.",0.9
aldat,trades_with,cherchen,1,"He had spent the winter in the mountains shooting yaks, the skins of which he sold in Keriya.",0.8
khodai vardi,depends_on,yanghi-koll,1,"One of these messengers was Khodai Vardi, whose name means 'the God-given,' but who, as a matter of fact, was a disagreeable individual from Yanghi-koll...",0.8
aldat,supplies,yaks,1,"...he used to spend the whole winter hunting, carrying neither tent nor provisions, but living on the flesh of the yaks he shot...",0.8
mongol camp at jurkhak,supplies,three fresh dogs,1,we had acquired three fresh dogs from the nearest Mongol camp at Jurkhak.,0.9
islam bai,licenses,four camels from abdall,1,"Faisullah, to look after the four camels from Abdall ;",0.8
musa from osh,migrates_through,lake of kum-koll,1,"Musa, from Osh, was to go with us as far as the lake of Kum-koll, taking six horses for the purpose of lightening the loads of the other animals ;",0.9
wolves,disputes,sheep,1,The wolves had planned their attack so cunningly that the dogs heard nothing of it.,0.8
chimen-tagh,connects_to,ara-tagh,1,"Right across our field of vision from east to west stretched another mountain-range, the Ara-tagh, entirely sheathed in snow from top to bottom...",0.8
chimen-tagh,connects_to,kayir valley,1,"Between the Chimen-tagh and the Ara-tagh was a broad, latitudinal or parallel valley, called by the simple name of Kayir (the Clay Mud Valley).",0.8
ara-tagh,connects_to,kalta-alagan,1,"The range we now looked upon was a fresh one, namely, the Kalta-alagan, from which the Aratagh was separated by another latitudinal valley...",0.9
chimen-tagh,connects_to,chimen valley,1,The united stream then broke through the Chimen-tagh into the Chimen valley.,0.95
caravan leaders,regulates,camping,1,"It began to get dusk, and cold, and we were longing for a glimpse of the column of smoke, which generally announced that the caravan leaders had discovered a suitable place for camping in.",0.85
cherdon,trades_with,mollah shah,1,The men blamed Mollah Shah for going on with the horses after Aldat told him there was good grazing near a little spring on the other side of the pass.,0.8
cherdon,trades_with,kutchuk and tokta ahun,1,"Half-an-hour later they were followed by Turdu Bai, with my cases and the dinner service on camels.",0.8
musa and mollah shah,supplies,cherdon,1,I gave Musa and Mollah Shah...,0.8
aldat and cherdon,controls,wild asses (kulans),1,"Aldat and Cherdon rode towards a troop of wild asses (kulans), 34 in number, which, however, fled at their approach...",0.85
the men,negotiates_with,wild asses (kulans),1,"The mother finally deserted her offspring, which proved to be only four days old.",0.75
the party,transports_via,camel's back,1,"We then packed it in a felt, and hoisted it upon a camel's back-a method of travelling to which it took quite kindly.",0.8
the party,supplies,stores,1,"We let them both range at will amongst the tents and stores, and they showed no fear when we patted them.",0.7
tokta ahun,disputes,humans,1,"His experience was that once a young kulan had been touched by the hands of man, its mother fled from it as from the pestilence.",0.8
lake,connects_to,big salt lake of ayag-kum-kiill,1,"In this way we soon reached the western end of the lake, and found that it contracted into a little stream, which carried off its superfluous water, and emptied it into the big salt lake of Ayag-kum-kiill...",0.95
the camels,depends_on,grass,1,"Their nostrils were widely distended, they wanted more air; and their eyes turned with a weary and indifferent look to the south, as if, amid this universe of barren, naked mountains, they had abandoned all hope of ever getting a good feed of grass again.",0.8
arka-tagh,controls,glens,1,"The next day we decided to rest, so as to give Cherdon and Aldat an opportunity to reconnoitre the nearest glens leading over the Arka-tagh.",0.8
arka-tagh,governs,mountains,1,"The spurs of the Arka-tagh lay like sphinxes looking towards the north, with their stony paws just hanging in the stream.",0.7
tarim,supplies,big river,1,"It appeared to have its source in three large rounded mountains, which stood side by side like three-comered hats in the east-south-east, and flowed towards the west-north-west.",0.6
aldat,supplies,meat,1,"Here Aldat managed to bag a big orongo, which put us all in better humour, for this supplied us with meat for several days.",0.9
aldat,supplies,cartridges,1,"Unfortunately Cherdon had only brought a small supply of cartridges with him, and had used them up too lavishly at first ; so that for the future we were compelled to rely upon Aldat's gun.",0.8
tibetan highlands,connects_to,gigantic mountain waves,1,"to cruise, like a vessel that leaves no track behind her, amongst those upswellings of the world's 'high sea,' to make our way over those gigantic mountain waves.",0.8
the new mountain-range,connects_to,the foot of the hills,1,"The new mountain-range appeared to be low and easy to cross at a point south-west of our camp. Indeed, in comparison with the many which we had already crossed, we believed it would be a mere trifle.",0.8
the horses,depends_on,firm ground,1,"At first the going was indeed not bad : the surface consisted of yellow clay, littered with stones and flakes of shale, and the ascent was easy.",0.7
the camels,depends_on,"broad, flat pads",1,"The camels, patient and submissive, as they always were, struggled along in their wake, sinking in a foot or more at each step ; and yet their broad, flat pads were better than the horses' hoofs.",0.8
the animals,taxes,their strength,1,"We had lost more than four hours over this wretched piece of road, besides climbing up to an altitude of 17,219 feet to no purpose whatever ; but the worst was that we had taxed the animals' strength severely, and all to no avail.",0.85
the mountain-mass,connects_to,the lake,1,"In the south-west was a vast glaciated mountain-mass ; in the southeast a lake, and behind the latter the contours rose up into snow-clad heights of great altitude.",0.9
the water,depends_on,salt,1,The water was so heavily charged with salt that the drops which fell into the boat stiffened like stearine;,0.9
the caravan,exchanges_for,"food, water, and warm clothing",1,"Otherwise they would at least have sent a mounted messenger or two to tell us where they were, and- what was to us more important still-bring us food and water and warm clothing.",0.9
the boat,depends_on,canvas hull,1,MTe were afraid the sharp gravel would cut the canvas hull of the boat ; but we managed to get the sail down in time.,0.8
the lake,governs,salt,1,"On a hill-side was the bleached skull of a kulan, and not very far away we noticed the foot-prints of a bear. The salt lay like ice, merely covered by a thin film of water.",0.85
the fuel,supplies,the fire,1,Kutchuk lighted the fire.,0.9
the boat,supplies,fuel,1,"We made haste to gather a fresh supply of fuel, which we lighted with our last two or three matches.",0.8
the boat,transports_via,southern shore,1,"We put the boat together again, rigged her up, launched her, manned her, and shook out the sail, using one of the oars as the boom and the other as the rudder, and away we skimmed like a swallow, hugging the southern shore.",0.9
river,connects_to,salt lake,1,"On the south we were stopped by the river, which ran from the evidently fresh-water lake into the salt-water one.",0.8
caravan,exchanges_for,boat,1,I would not go back until the miry high ground had frozen sufficiently to bear us. Finally I resolved to convoy the entire caravan across the river with the aid of the skiff.,0.75
camel,transports_via,boat,1,"Having tied together the greater part of the ropes with which we lashed on the loads, we made one end fast on the left bank and dragged the other end up stream ; then, whilst I rowed across as hard as I could pull, Kutchuk stood up in the bow with the end of the rope in his hand ready to jump ashore.",0.85
cherdon,supplies,aldat,1,"Cherdon cut me some cutlets, which were not at all bad ; but then it was a young animal, whose flesh was tender.",0.8
the boat,transports_via,the river,1,"After the horses had waded across the river, getting only the lower half of their pack-saddles wet, we easily carried our loose luggage across in the boat.",0.8
we,trades_with,food,1,and our catch was barely sufficient for one meal.,0.8
mollah shah,supplies,four horses,1,"Climbing a little hill, I perceived Mollah Shah waiting for us on a head-land with the four horses.",0.9
aldat,extracts_from,four orongo antelopes,1,"Aldat had shot four orongo antelopes, so that we were well provisioned for two or three weeks to come.",0.95
aldat,supplies,us with fresh meat,1,Without Aldat our situation would have been very critical indeed ; he kept us supplied with fresh meat...,0.8
aldat,supplies,the expedition (mainly meat),1,we relied upon Aldat to keep us supplied with meat.,0.8
cherdon,supplies,a young yak,1,"Cherdon had carefully kept a few cartridges, but now expended them upon a young yak, which furnished us with a good load of excellent meat.",0.8
aldat,depends_on,the bodily warmth of camels,1,"He also shot a wolf, which was evidently meditating designs upon our last surviving sheep. When we stopped, Aldat begged to be left all night between two camels in the open air; for the Mussulrnans believe that the bodily warmth of these animals will restore health and strength to a sick man whose own vitality is slackening.",0.8
afgan,depends_on,tuff,1,"The bottom of the valley consisted of low-terraced table-lands, covered with layers of tuff fifty to seventy feet thick,",0.8
aldat,depends_on,camel,1,"We packed him in between two bags of fuel, putting soft felts underneath him, and wrapped his feet in carpets, and rolled up a fur and put it under his head for a pillow, then lashed the whole fast with ropes on the back of a camel.",0.9
yolldash,controls,bear,1,"He gets, at all events, plenty of exercise before his meal, for you can always see where a bear has been by the big heap of soil he makes.",0.8
the valley,connects_to,a fresh-water pool,1,"we reached a fresh-water pool, with a few blades of grass beside it.",0.8
the basin of the achik-koll,connects_to,a large stream,1,"From the latter direction it received a large stream, on which, when we forded it on the 5th of October, a good deal of drift-ice was floating.",0.8
the caravan,depends_on,our animals,1,"The district was dotted over with hundreds of kulans, and more particularly with orongo antelopes.",0.6
miners,depends_on,hunters,1,"for the rest of their food they depend upon the hunters who accompany them, and who for a trifle sell them the flesh of the yaks, kulans, and antelopes they shoot.",0.9
camels,transports_via,assesses,1,"The miners convey their para-phernalia on the backs of asses, which they then send down into the valleys to graze during the two months that their work lasts.",0.9
togdasin,controls,horse,1,"I gave him his own horse, which I had just bought from him, and sent him to Islam Bai with a message.",0.85
togdasin,trades_with,islam bai,1,"He promised to be there in two days, and was instructed to tell Islam Bai to meet us with fifteen horses and a goodly supply of provisions at the springs of Supa- alik, two days west of Temirlik, in the Chimen valley.",0.8
party of hunters,connects_to,load of skins,1,"who were on their way back to Cherchen with a load of skins, and had deliberately kept out of our way, not knowing who or what we were.",0.8
our caravan,connects_to,"bagh-tokai, or the orchard wood",1,"Upon reaching a wretched little oasis in the midst of this desolate region, called Bagh-tokai, or the Orchard Wood...",0.8
