Book,Source,RawRelation,Target,Action,Reason
Becoming_India,the raja,COUNTENANCE,of the superintendent hill states,drop,legacy row without strict relation mapping
Becoming_India,each individual,PERSONAL WEIGHT AND INFLUENCE,attaching to each,drop,legacy row without strict relation mapping
Becoming_India,masses of rude peasants,REPRESENT,them as “moofsids” or rebels,drop,legacy row without strict relation mapping
Becoming_India,local officials,LOOK FORWARD,to the advent of a british force,drop,legacy row without strict relation mapping
Becoming_India,nawur peasantry,GET CALLED TO ARMS,and on hearing of the destruction,drop,legacy row without strict relation mapping
Becoming_India,the raja,GIVE ORDER,to burn and plunder the entire village,drop,legacy row without strict relation mapping
Becoming_India,jooalla das,HAS GONE TO PETITION,the governor general and the lieutenant governor,drop,legacy row without strict relation mapping
Becoming_India,government,DEPUTISE,me to visit bussahir,drop,legacy row without strict relation mapping
Becoming_India,rajah,DESERT,"his officials, and go over to the popular side",drop,legacy row without strict relation mapping
Becoming_India,the raja,ADVOCATE,the cause of the people,drop,legacy row without strict relation mapping
Becoming_India,the “dhaoo” party,LOSE HEART,and flee precipitately,drop,legacy row without strict relation mapping
Becoming_India,some,COME TO,the british pergunnah of kot khaee,drop,legacy row without strict relation mapping
Becoming_India,others,CROSS,into the kooloo district,drop,legacy row without strict relation mapping
Becoming_India,barnes,SET UP COURT,at a place called bagee,drop,legacy row without strict relation mapping
Becoming_India,peasants,DEMANDED,doom,drop,legacy row without strict relation mapping
Becoming_India,wazeers,RESPONSIBLE FOR THE FUTURE GOVERNMENT OF THE COUNTRY,raja,drop,legacy row without strict relation mapping
Becoming_India,"purrus ram, vakeel",CONDIGN PUNISHMENT FOR,rapacity and corruption,drop,legacy row without strict relation mapping
Becoming_India,barnes,CONCLUSION THAT THE NEW SYSTEM OF REVENUE ASSESSMENT AND COLLECTION,was unsuited to the conditions prevailing in bushahr,drop,legacy row without strict relation mapping
Becoming_India,local economy,HISTORICALLY BEEN CASHLESS,none,drop,legacy row without strict relation mapping
Becoming_India,new system,CAUSED CHAOS IN THE WORKING OF THE ENTIRE ADMINISTRATION,none,drop,legacy row without strict relation mapping
Becoming_India,peasants,HAD SUCCESS WITH THEIR OTHER DEMANDS,none,drop,legacy row without strict relation mapping
Becoming_India,scrutiny of accounts,DEMAND,none,drop,legacy row without strict relation mapping
Becoming_India,wazeers,SELECTION OF THREE WAZEERS WHO WOULD BE FULLY RESPONSIBLE FOR ADMINISTRATION,none,drop,legacy row without strict relation mapping
Becoming_India,raja's mother,EXCLUSION FROM THE WORKING OF THE ADMINISTRATION,none,drop,legacy row without strict relation mapping
Becoming_India,"purrus ram, vakeel",PUNISHMENT FOR EMBEZZLING PUBLIC FUNDS,none,drop,legacy row without strict relation mapping
Becoming_India,commissioner,REFUSAL TO HAND OVER OFFICIALS ACCUSED BY THE REBELS OF EMBEZZLING PUBLIC FUNDS,none,drop,legacy row without strict relation mapping
Becoming_India,younghusband,DETACHMENT,sutlej,drop,legacy row without strict relation mapping
Becoming_India,barnes,APPOINT,wazeers,drop,legacy row without strict relation mapping
Becoming_India,purrus ram,PROVOCATION,rebellion,drop,legacy row without strict relation mapping
Becoming_India,peasants,PROVIDE,poorzee,drop,legacy row without strict relation mapping
Becoming_India,state officials and british,ATTEST,demands,drop,legacy row without strict relation mapping
Becoming_India,barnes,EXTEND,civilising influence of british rule,drop,legacy row without strict relation mapping
Becoming_India,wazeers,COLLECT REVENUE,peasants,keep,would map to taxes
Becoming_India,each wazeer,DEPOSIT,state's treasury,drop,legacy row without strict relation mapping
Becoming_India,wazeers,GET SIGNATURES,concerned officials and raja,drop,legacy row without strict relation mapping
Becoming_India,suket rebellion,OCCURRED,1877–78,drop,legacy row without strict relation mapping
Becoming_India,british control,ESTABLISHED,centrality over politics of region,drop,legacy row without strict relation mapping
Becoming_India,barnes,INSTITUTIONALIZED,fundamental changes in polity and economy of bushahr,drop,legacy row without strict relation mapping
Becoming_India,sutlej river,DRAINED,suket state,drop,legacy row without strict relation mapping
Becoming_India,sen dynasty of gaur,ORIGINATED FROM,ruling dynasty of suket,drop,legacy row without strict relation mapping
Becoming_India,mandi,WAS ONCE PART OF,suket,drop,legacy row without strict relation mapping
Becoming_India,balh area,WAS AGRICULTURALLY RICH IN,well-irrigated plains yielding two crops annually,drop,legacy row without strict relation mapping
Becoming_India,pahari tehsils,BORDERED WITH,kullu and mandi,drop,legacy row without strict relation mapping
Becoming_India,balh,INCREASED IMPORTANCE,since the new simla-mandi-kangra road passed through it,drop,legacy row without strict relation mapping
Becoming_India,raja ugar sen,RULED,suket,drop,legacy row without strict relation mapping
Becoming_India,ugar sen,ASCENDED THRONE,1838,drop,legacy row without strict relation mapping
Becoming_India,tika ruder sen,DISTRUSTED,his father's motives,drop,legacy row without strict relation mapping
Becoming_India,ugar sen's other wives' brothers,DEPRIVED HIM OF HIS THRONE,fear,drop,legacy row without strict relation mapping
Becoming_India,raja ugar sen,HAD PROBLEMS WITH,relations with his heir apparent,drop,legacy row without strict relation mapping
Becoming_India,tika ruder sen,TRIED TO CONTROL,state's administration,drop,legacy row without strict relation mapping
Becoming_India,raja ugar sen and tika ruder sen,HAD FREQUENT FRICTION,between the father and son,drop,legacy row without strict relation mapping
Becoming_India,tika ruder sen,CONSPIRED WITH,state officials to remove his father from the throne,drop,legacy row without strict relation mapping
Becoming_India,british government,GAVE SANCTION,to ascend the throne,drop,legacy row without strict relation mapping
Becoming_India,raja ugar sen,WAS APPOINTED RAJA,1876 under orders from the punjab government,drop,legacy row without strict relation mapping
Becoming_India,the commissioner in jullundhar,CONSIDERED,tika ruder sen a 'centre of intrigue' in the politics of suket,drop,legacy row without strict relation mapping
Becoming_India,raja ugar sen,REFUSED TO FOLLOW,rules and customs that dictate practice at the death of one's father,drop,legacy row without strict relation mapping
Becoming_India,ram ditta mal,TO ASSESS,and collect all the revenue and other cesses of the state,drop,legacy row without strict relation mapping
Becoming_India,"foreign department, political branch-a",HAD BEEN IMPRISONED,kapurthala state for defrauding it of a few thousand rupees,drop,legacy row without strict relation mapping
Becoming_India,ruder sen,WAS ANGRY AT,state officials who served under his father and the other subjects,drop,legacy row without strict relation mapping
Becoming_India,ram ditta mal,BEHAVED LIKE,"mughal ijaradar, or rent contractor",drop,legacy row without strict relation mapping
Becoming_India,revenue,WAS CHARGED AT HIGHER THAN THE NORM RATES,by ram ditta mal,drop,legacy row without strict relation mapping
Becoming_India,the personnel,IMPOSING,these new rules,drop,legacy row without strict relation mapping
Becoming_India,the raja,ELICITED,a sullen response,drop,legacy row without strict relation mapping
Becoming_India,petitioners,REFERRED,ram ditta mal,drop,legacy row without strict relation mapping
Becoming_India,ram ditta mal,TREATED,petioners with great severity and cruelty,drop,legacy row without strict relation mapping
Becoming_India,the british,FOUND,an embarrassingly large number of people in the state jail,drop,legacy row without strict relation mapping
Becoming_India,the governor-general,REMARKED,on it,drop,legacy row without strict relation mapping
Becoming_India,one measure,BEING,to impose a fine of two annas to the rupee,drop,legacy row without strict relation mapping
Becoming_India,the raja,SUMMONS,nearly sixty peasant families,drop,legacy row without strict relation mapping
Becoming_India,those against whom ram ditta mal wanted to press charges,RELATIVES,were taken into custody,drop,legacy row without strict relation mapping
Becoming_India,ram ditta mal's newly appointed tehsildar,ABDUCTED,the wife of a peasant,drop,legacy row without strict relation mapping
Becoming_India,representatives,SUMMONED,royal order,drop,legacy row without strict relation mapping
Becoming_India,men,ACCOMPANY,baned,drop,legacy row without strict relation mapping
Becoming_India,peasants,REBELLED,administration of ram ditta mal and his associates,drop,legacy row without strict relation mapping
Becoming_India,ditto,MOBILISER,peasant opinion,drop,legacy row without strict relation mapping
Becoming_India,party,COLLECTING,those who had been summoned and those who had been elected to accompany them,drop,legacy row without strict relation mapping
Becoming_India,armed force,DISPATCHED,baned,drop,legacy row without strict relation mapping
Becoming_India,peasantry,ROSE,all sides,drop,legacy row without strict relation mapping
Becoming_India,outsiders,SEIZED,imprisoned,drop,legacy row without strict relation mapping
Becoming_India,body of men,MARCHING,baned,drop,legacy row without strict relation mapping
Becoming_India,commissioner,HASTENED,from jullundhar,drop,legacy row without strict relation mapping
Becoming_India,british officials,PROHIBITED,raja from firing,drop,legacy row without strict relation mapping
Becoming_India,levies,CAME,to help put down the rebellion and secure ‘order’ in the state,drop,legacy row without strict relation mapping
Becoming_India,rebel peasants,SEALED,suket borders,drop,legacy row without strict relation mapping
Becoming_India,british officials,HELPED,raja end the tyranny in suket,drop,legacy row without strict relation mapping
Becoming_India,the raja,HAD,locked himself inside his palace,drop,legacy row without strict relation mapping
Becoming_India,the rebel peasants,CRAVED,an interview,drop,legacy row without strict relation mapping
Becoming_India,the british sources,REPORTED,no case of instant justice,drop,legacy row without strict relation mapping
Becoming_India,"suket, peasants and nobles",WAITING,for the british to come,drop,legacy row without strict relation mapping
Becoming_India,the rebels,GAVE THEMSELVES UP,to the pacifying force,drop,legacy row without strict relation mapping
Becoming_India,the raja of suket,REFUSED,to come out of his palace,drop,legacy row without strict relation mapping
Becoming_India,the commissioner,ORGANISED,a court,drop,legacy row without strict relation mapping
Becoming_India,"ditto, the main instigator",WAS SENTENCED TO,five years imprisonment,drop,legacy row without strict relation mapping
Becoming_India,the rest were given,SENTENCES,lesser sentences,drop,legacy row without strict relation mapping
Becoming_India,the entire area that had rebelled,WAS FINED,"rs 10,000",drop,legacy row without strict relation mapping
Becoming_India,the raja of suket,FELT,that with such light sentences his honour had suffered an irreparable loss,drop,legacy row without strict relation mapping
Becoming_India,ruder sen,FELT,"that if a raja's relation with his subjects was to be decided by somebody outside the equation, then the honour of the raja was compromised",drop,legacy row without strict relation mapping
Becoming_India,orders,PASSED,sentences,drop,legacy row without strict relation mapping
Becoming_India,raja,COULD BE PERSUADED TO GRANT,amnesty,drop,legacy row without strict relation mapping
Becoming_India,state of suket,WAS A FEUDATORY OF,british crown,drop,legacy row without strict relation mapping
Becoming_India,peasants,REALISED THE CENTRAL ROLE OF,british in affairs of suket,drop,legacy row without strict relation mapping
Becoming_India,raja,WAS EITHER UNWILLING TO GRANT OR WAS INNOCENT OF,changes in nature of hill state,drop,legacy row without strict relation mapping
Becoming_India,peasant rebels,GOT A RELATIVELY FAIR DEAL,"with ram ditta mal being dismissed, raja being deposed and later even sentences given by commissioner being reduced to few months by governor-general himself",drop,legacy row without strict relation mapping
Becoming_India,suket rebellion,DEMONSTRATED THE RADICAL CURTAILMENT OF,arbitrary power exercised by local political institutions by fixed rules laid down by british,drop,legacy row without strict relation mapping
Becoming_India,peasantry,BEGAN TO INVITE STRONGER AND MORE SEVERE RESPONSE LEADING TO FAILURE TO GET REDRESS,traditional weapon of dumh,drop,legacy row without strict relation mapping
Becoming_India,the hill state of mandi,LAY,basin of the beas river,drop,legacy row without strict relation mapping
Becoming_India,its north-eastern boundary,BEGINNING,where this river comes out of the kullu valley,drop,legacy row without strict relation mapping
Becoming_India,its southern limit,MARKED,the ranges of the siwaliks,drop,legacy row without strict relation mapping
Becoming_India,most of its northern boundary,FORMED,the peaks of the dhauladhar range,drop,legacy row without strict relation mapping
Becoming_India,the territory of mandi,CAN BE DIVIDED,three broad zones based on ecological criteria,drop,legacy row without strict relation mapping
Becoming_India,this region,IS AGRICULTURALLY THE RICHEST PART,of the state since the low altitudes of the beas valley enable two harvests in almost all parts,drop,legacy row without strict relation mapping
Becoming_India,this region,ENABLE TWO HARVESTS,in almost all parts,drop,legacy row without strict relation mapping
Becoming_India,its inhabitants,TO ENTER INTO,other non-agricultural activities with profit,drop,legacy row without strict relation mapping
Becoming_India,sarkaghat,LIES,in the southwest of the state,drop,legacy row without strict relation mapping
Becoming_India,saraj,LAYS,in the north-eastern corner of mandi and in the british territory of kullu,drop,legacy row without strict relation mapping
Becoming_India,pastoralism,FORMED AN IMPORTANT PART,of the local economy,drop,legacy row without strict relation mapping
Becoming_India,"salt, iron and trade",FORMED IMPORTANT ASPECTS,of the mandi state's economy,drop,legacy row without strict relation mapping
Becoming_India,the salt mines at gumma and drang,PRODUCED ROCK SALT,"which was exported to kangra, kullu and eastwards to the sutlej and tons valleys",keep,would map to supplies
Becoming_India,mandi,EMERGED OUT OF,the partition of suket,drop,legacy row without strict relation mapping
Becoming_India,it,CONSOLIDATED ITSELF,"in the fifteenth and sixteenth centuries when its territorial limits stabilised and it emerged as a bigger, richer and more strategically placed hill state than suket",drop,legacy row without strict relation mapping
Becoming_India,mandi,BECAME AN IMPORTANT CENTRE,for their control of the beas valley,drop,legacy row without strict relation mapping
Becoming_India,its ruler,LED TO HIS ARREST AND DEPORTATION,to lahore for quite some years,drop,legacy row without strict relation mapping
Becoming_India,mandi durbar,ESTABLISHED COMMUNICATIONS,british political agents,drop,legacy row without strict relation mapping
Becoming_India,mandi raja,GRANTED SANAD,the british crown,drop,legacy row without strict relation mapping
Becoming_India,raja of mundi,CONFIRMED CLAIM TO THRONE,the british government,drop,legacy row without strict relation mapping
Becoming_India,wazeer,LOOKED AFTER ADMINISTRATION,the state,drop,legacy row without strict relation mapping
Becoming_India,ahlkars,WORKED UNDER,wazeer,drop,legacy row without strict relation mapping
Becoming_India,sikhs,TOOK TRIBUTE,two lakh fifty thousand rupees every year,drop,legacy row without strict relation mapping
Becoming_India,british government,TOOK TRIBUTE,one lakh 'company' rupees every year,drop,legacy row without strict relation mapping
Becoming_India,raja balbir sen,"DIED, LEAVING MINOR HEIR",tika,drop,legacy row without strict relation mapping
Becoming_India,becoming india,FAILED,since the british,drop,legacy row without strict relation mapping
Becoming_India,wazeer goshaon,MADE HEAD OF,regency council,drop,legacy row without strict relation mapping
Becoming_India,purohit,DISMISSED FROM,charge of educating tika,drop,legacy row without strict relation mapping
Becoming_India,mr. clarke,APPOINTED AS,raja's tutor,drop,legacy row without strict relation mapping
Becoming_India,tika,INVESTED WITH FULL POWERS AS,raja bijai sen,drop,legacy row without strict relation mapping
Becoming_India,goshaon,RETAINED AS,councillor to the raja,drop,legacy row without strict relation mapping
Becoming_India,clarke,BECAME,raja's man,drop,legacy row without strict relation mapping
Becoming_India,clarke and mian bhag singh,FORMED A COMMITTEE TO CONSIDER,whether the raja should accept orders of commissioner or subservient only to supreme government,drop,legacy row without strict relation mapping
Becoming_India,punjab government,TOOK SERIOUS EXCEPTION TO THIS,and after series of enquiries and correspondence,drop,legacy row without strict relation mapping
Becoming_India,mr. clarke,REMOVED AND APPOINTED AN OFFICIAL,of bengal civil service,drop,legacy row without strict relation mapping
Becoming_India,state's administration,REFORMED BY,removing the bengali baboos,drop,legacy row without strict relation mapping
Becoming_India,raja,REMAINED LEGAL RULER BUT POWER WAS VESTED WITH,mr,drop,legacy row without strict relation mapping
Becoming_India,british government,FELT THAT SALE OF 'UNTAXED' MANDI SALT...,was leading to loss of revenue,drop,legacy row without strict relation mapping
Becoming_India,mandi,PAID A VERY HIGH TRIBUTE TO,the british,drop,legacy row without strict relation mapping
Becoming_India,financial commissioner of punjab,SENT HIS MEN TO TAKE CHARGE OF,the salt mines at gumma and drang,keep,would map to controls
Becoming_India,the british councillor,ABUSE,angrez lok' and 'angrez raj,drop,legacy row without strict relation mapping
Becoming_India,the british councillor,INSULT,the raja,drop,legacy row without strict relation mapping
Becoming_India,servants of the british officer,BEAT UP,a crowd,drop,legacy row without strict relation mapping
Becoming_India,servants of the british officer,TAKE PRISONER,the crowd,drop,legacy row without strict relation mapping
Becoming_India,"harrison, the councillor",SEND WORD TO,the raja,drop,legacy row without strict relation mapping
Becoming_India,the raja,CONTROL,a situation,keep,would map to controls
Becoming_India,mr,DISPERSE,a crowd,drop,legacy row without strict relation mapping
Becoming_India,british authorities at jullundhar and lahore,ALARM,the act of gross indiscipline and insult to the representative of the government,drop,legacy row without strict relation mapping
Becoming_India,the people of mandi,IDENTIFY,the new councillor with the imposition of the new salt rules,drop,legacy row without strict relation mapping
Becoming_India,village,SUFFER,due to the inability to buy salt at the new rates,drop,legacy row without strict relation mapping
Becoming_India,harrison,FELT,reputation,drop,legacy row without strict relation mapping
Becoming_India,raja,FEAR,possibility,drop,legacy row without strict relation mapping
Becoming_India,mandi,DESCRIPTION,event,drop,legacy row without strict relation mapping
Becoming_India,lahore,IMPRESSION,disturbances,drop,legacy row without strict relation mapping
Becoming_India,raja,RESENTMENT,intrusion,drop,legacy row without strict relation mapping
Becoming_India,mr. harrison,DIPLOMACY,new rules,drop,legacy row without strict relation mapping
Becoming_India,councillor,QUESTIONING,suitability,drop,legacy row without strict relation mapping
Becoming_India,administration of the salt mines,REVERTED,raja,drop,legacy row without strict relation mapping
Becoming_India,peasants,CONCERNING,cash payment,drop,legacy row without strict relation mapping
Becoming_India,"foreign department, political branch-a",STATES,unnecessary annoyance,drop,legacy row without strict relation mapping
Becoming_India,officials,PROCEEDINGS,tact and wisdom,drop,legacy row without strict relation mapping
Becoming_India,harrison,DEPARTED,mandi,drop,legacy row without strict relation mapping
Becoming_India,rebellion,HAPPENED_IN,saraj,drop,legacy row without strict relation mapping
Becoming_India,administration,IMPROVED,nothing,drop,legacy row without strict relation mapping
Becoming_India,peasantry,FELT_DISCONTENT,state's demand,drop,legacy row without strict relation mapping
Becoming_India,buffalo lymph,USED_IN,smallpox vaccines,drop,legacy row without strict relation mapping
Becoming_India,sitala,IDENTIFIED_WITH,smallpox,drop,legacy row without strict relation mapping
Becoming_India,medical reforms,INTRODUCED,dispensaries and schools,drop,legacy row without strict relation mapping
Becoming_India,vaccination,PART_OF,series of measures on medical matters,drop,legacy row without strict relation mapping
Becoming_India,forest rules,IMPLEMENTED,with vigour,drop,legacy row without strict relation mapping
Becoming_India,begar,BECAME_A_BURDEN,saraj peasants,drop,legacy row without strict relation mapping
Becoming_India,cash economy,GREW_IN,other parts of the state,drop,legacy row without strict relation mapping
Becoming_India,paid labour,BECAME_A_POSSIBLE_ADDITION_TO,family income,drop,legacy row without strict relation mapping
Becoming_India,vaccination programme,STOP,immediately,drop,legacy row without strict relation mapping
Becoming_India,discontent,DUE TO,forest rules and severity of begar,drop,legacy row without strict relation mapping
Becoming_India,dumh of 1909 in mandi,UPRISING AGAINST,"corruption and insensitivity of state administration, and changes in forest management and begar services",drop,legacy row without strict relation mapping
Becoming_India,peasants,GATHERED,outside the town,drop,legacy row without strict relation mapping
Becoming_India,peasants,DEMANDED,audience with the king,drop,legacy row without strict relation mapping
Becoming_India,mandi army,NOT STRONG ENOUGH TO RESIST,rebels,drop,legacy row without strict relation mapping
Becoming_India,officials,FLED,neighbouring territories,drop,legacy row without strict relation mapping
Becoming_India,rebels,ARRESTED,officials and put in jail,drop,legacy row without strict relation mapping
Becoming_India,british authorities,ASKED TO HELP,put down the uprising,drop,legacy row without strict relation mapping
Becoming_India,rebels,IMPOSED CHANGE ON,wazeer even after arrival of first british officer,drop,legacy row without strict relation mapping
Becoming_India,revenue collection,INCREASED BY ABOUT 250%,under gurkhas and then sikhs,drop,legacy row without strict relation mapping
Becoming_India,becoming india,COLLECTIONS,raids,drop,legacy row without strict relation mapping
Becoming_India,peasants,DEMANDS,begar,drop,legacy row without strict relation mapping
Becoming_India,state,SERVICE,one male per family,drop,legacy row without strict relation mapping
Becoming_India,polyandrous family,FUNCTION,rendering one male surplus to the household,drop,legacy row without strict relation mapping
Becoming_India,british period,TREND,partition of land between brothers and revenue assessment based on land and not on family,drop,legacy row without strict relation mapping
Becoming_India,colonial period,CENTRAL ISSUE,peasant agitation in the himalayas,drop,legacy row without strict relation mapping
Becoming_India,forests,PROVIDED,range of resources for the villagers,drop,legacy row without strict relation mapping
Becoming_India,village,OPPOSED,liquidation of the king's wealth by his corrupt officials,drop,legacy row without strict relation mapping
Becoming_India,peasants,RIGHTS,forests,drop,legacy row without strict relation mapping
Becoming_India,british and peasants,REQUIREMENTS,diverged to a large extent,drop,legacy row without strict relation mapping
Becoming_India,land,SOURCE OF WEALTH,pre-british times,drop,legacy row without strict relation mapping
Becoming_India,land,REMAINED SO,period under study,drop,legacy row without strict relation mapping
Becoming_India,markets,TRANSFORMED INTO CLASS DIFFERENTIATION,traditional proprietary peasants,drop,legacy row without strict relation mapping
Becoming_India,non-cultivating land owners,DEPENDENT ON LABOUR OF,bethus and kolis,drop,legacy row without strict relation mapping
Becoming_India,kolies,EMERGED TO SELL,agricultural produce from the land given under beth tenure,drop,legacy row without strict relation mapping
Becoming_India,methods of 'primitive accumulation,WERE,important,drop,legacy row without strict relation mapping
Becoming_India,zamindar,TO SEE,his title deed (patta),drop,legacy row without strict relation mapping
Becoming_India,officials,RETAIN,the deed,drop,legacy row without strict relation mapping
Becoming_India,revenue officials,MISREPRESENTATION OF FACTS FOR,collection of state dues,drop,legacy row without strict relation mapping
Becoming_India,state officials,OVERWHELMINGLY,consisted of khatris,drop,legacy row without strict relation mapping
Becoming_India,peasants,DEEPLY DISLIKED BY,the cause for almost all the oppression and corruption in the state,drop,legacy row without strict relation mapping
Becoming_India,raja bhawani sen,APPOINTED,a new wazeer,drop,legacy row without strict relation mapping
Becoming_India,peasants,DID NOT CONSIDER THESE DUMHS AS REBELLIONS BUT RATHER,reforming movements,drop,legacy row without strict relation mapping
Becoming_India,the king,PRESIDED OVER,the inauguration of the new dispensation,drop,legacy row without strict relation mapping
Becoming_India,this restructuring,ROSE,space for the growth and nurturing of new ideas,drop,legacy row without strict relation mapping
Becoming_India,new ideas,CAME ALONG WITH,the opening of the roads and other communication channels,drop,legacy row without strict relation mapping
Becoming_India,natural resources,BECAME,precious' to the state,drop,legacy row without strict relation mapping
Becoming_India,cash collection of revenue or rent,LED TO,a decrease in the production of millets and pulses,drop,legacy row without strict relation mapping
Becoming_India,wheat,SUBSTITUTION OF,millets,drop,legacy row without strict relation mapping
Becoming_India,kanet,STRENGTH,peasants,drop,legacy row without strict relation mapping
Becoming_India,king,POWER,intervene,drop,legacy row without strict relation mapping
Becoming_India,sidhu ram,INVOLVED,agrarian disturbances,drop,legacy row without strict relation mapping
Becoming_India,ghadder revolutionaries,LINKED TO,mandi conspiracy case,drop,legacy row without strict relation mapping
Becoming_India,praja mandal agitation,INVOLVES,rebellion,drop,legacy row without strict relation mapping
Becoming_India,khatris,OPPRESSOR,proprietary peasants kanet,drop,legacy row without strict relation mapping
Becoming_India,dhami rebellion,EXPRESSION OF ANGER,khatri landlords,drop,legacy row without strict relation mapping
Becoming_India,bara thakurai,CONFIRMED UNDER,british paramountcy,drop,legacy row without strict relation mapping
Becoming_India,sutlej river,DRAINAGE,dhami,drop,legacy row without strict relation mapping
Becoming_India,gumbher river,DRAINAGE,yamuna drainage system,drop,legacy row without strict relation mapping
Becoming_India,halog,CAPITAL,dhami,drop,legacy row without strict relation mapping
Becoming_India,simla,SUMMER CAPITAL,british,drop,legacy row without strict relation mapping
Becoming_India,chaman lal malhotra,PROVIDED INFORMATION,gazetteer of the simla hill states,drop,legacy row without strict relation mapping
Becoming_India,mahr,ASSISTED IN OFFICIAL BUSINESS,pargana,drop,legacy row without strict relation mapping
Becoming_India,negi,MAINTAINED LAW AND ORDER,pargana,drop,legacy row without strict relation mapping
Becoming_India,25 koli families,HELD REVENUE FREE LAND,working as policemen and shikar helpers,drop,legacy row without strict relation mapping
Becoming_India,dhami state praja mandal,FORMED,a meeting,drop,legacy row without strict relation mapping
Becoming_India,meeting,ADOPTED,a charter of demands,drop,legacy row without strict relation mapping
Becoming_India,charter of demands,LISTED,installation of an elected government,drop,legacy row without strict relation mapping
Becoming_India,charter of demands,LISTED,50% remission of land revenue,drop,legacy row without strict relation mapping
Becoming_India,charter of demands,LISTED,abolition of begar,drop,legacy row without strict relation mapping
Becoming_India,charter of demands,LISTED,civil liberties and free speech,drop,legacy row without strict relation mapping
Becoming_India,dhami state praja mandal,CALLED,the raja to recognise it as the true representative of the people,drop,legacy row without strict relation mapping
Becoming_India,raja,RECOGNISE,dhami state praja mandal as the true representative of the people,drop,legacy row without strict relation mapping
Becoming_India,praja mandal leaders,GO,to the dhami durbar led by bhag mal sautha,drop,legacy row without strict relation mapping
Becoming_India,praja mandal activists,LED,mass delegation of the praja mandal,drop,legacy row without strict relation mapping
Becoming_India,bhag mal sautha,LED,mass delegation of the praja mandal,drop,legacy row without strict relation mapping
Becoming_India,thakur of the state,PROMISE,popularly elected reform committee,drop,legacy row without strict relation mapping
Becoming_India,british officials,ADVISED,the rana to keep his calm and meet the delegation with its demands,drop,legacy row without strict relation mapping
Becoming_India,bhag mal sautha,ENTER,dhami,drop,legacy row without strict relation mapping
Becoming_India,state police,ARREST,bhag mal sautha,drop,legacy row without strict relation mapping
Becoming_India,praja mandalists,DISPERSE,police,drop,legacy row without strict relation mapping
Becoming_India,durga and rup ram,KILL,gunshot wounds,drop,legacy row without strict relation mapping
Becoming_India,"sautha, mansha ram, and dharam dass",ARREST,prison in halog,drop,legacy row without strict relation mapping
Becoming_India,burnett,REACH,dhami,drop,legacy row without strict relation mapping
Becoming_India,jutogh cantonment,FIND,15 persons with serious bullet injuries,drop,legacy row without strict relation mapping
Becoming_India,sautha and other arrested praja mandal leaders,HOLD HUNGER STRIKE,jail,drop,legacy row without strict relation mapping
Becoming_India,rana,STOP,hukka-pani for praja mandal sympathisers,drop,legacy row without strict relation mapping
Becoming_India,tribune,REPORT,events in dhami,drop,legacy row without strict relation mapping
Becoming_India,simla city congress committee,ORGANISE,public meeting,drop,legacy row without strict relation mapping
Becoming_India,british authorities,DEMAND JUSTICE,from the british authorities,drop,legacy row without strict relation mapping
Becoming_India,mahatma gandhi,EXPRESS SYMPATHY,demands of the praja mandal,drop,legacy row without strict relation mapping
Becoming_India,gandhi,HEARD,them out,drop,legacy row without strict relation mapping
Becoming_India,gandhi,DIRECTED,meet jawaharlal nehru,drop,legacy row without strict relation mapping
Becoming_India,jawaharlal nehru,WAS THE PRESIDENT OF,all india states' peoples' conference,drop,legacy row without strict relation mapping
Becoming_India,gandhi,WROTE,on the dhami firings and related issues in harijan,drop,legacy row without strict relation mapping
Becoming_India,gandhi,DEMANDED A JUDICIAL ENQUIRY INTO ALL THE EVENTS THAT WENT TO MAKE THE 'DHAMI TRAGEDY',rana of dhami,drop,legacy row without strict relation mapping
Becoming_India,delegation from the hills,MET,nehru in allahabad,drop,legacy row without strict relation mapping
Becoming_India,all india states' peoples' conference,PROMISED UNSTINTED SUPPORT TO,struggles of the simla peasantry,drop,legacy row without strict relation mapping
Becoming_India,many in british parliament,HAD PERSONAL CONTACT WITH,hill state and its ruler,drop,legacy row without strict relation mapping
Becoming_India,rana,APPOINTED AN ENQUIRY COMMITTEE COMPOSED OF EIGHT 'RESPECTABLE' SUBJECTS OF THE STATE,none,drop,legacy row without strict relation mapping
Becoming_India,himalaya riyasati praja mandal,FORMED,enquiry committee,drop,legacy row without strict relation mapping
Becoming_India,lala duni chand ambalvi,PRESIDENT,aicc,drop,legacy row without strict relation mapping
Becoming_India,sridev suman,SECRETARY,"parvatia praja parishad, delhi and hill states' peoples",drop,legacy row without strict relation mapping
Becoming_India,rana dalip singh of dhami,APPOINTED,enquiry committee,drop,legacy row without strict relation mapping
Becoming_India,lala kishori lal,MEMBER,simla arya samaj,drop,legacy row without strict relation mapping
Becoming_India,lala sham lal,MEMBER,simla city congress committee,drop,legacy row without strict relation mapping
Becoming_India,peasants of dhami,RECORDED STATEMENTS,enquiry committee,drop,legacy row without strict relation mapping
Becoming_India,30 witnesses,RECORDED SEPARATELY,statements,drop,legacy row without strict relation mapping
Becoming_India,200 subjects of dhami,JOINT STATEMENT,more than 200 subjects of dhami,drop,legacy row without strict relation mapping
Becoming_India,ordinary grievances,RELATED TO,excessive land revenue,drop,legacy row without strict relation mapping
Becoming_India,extra-ordinary grievances,RELATED TO,denial of civil liberties,drop,legacy row without strict relation mapping
Becoming_India,state subjects,DEMANDED,excessive land revenue,drop,legacy row without strict relation mapping
